config_id,plot_name,plot_width_m,plot_depth_m,plot_area_sqm,plot_area_cents,plot_area_sqft,facing,bhk_type,is_suitable,suitability_reason,net_buildable_area_sqm,net_buildable_width_m,net_buildable_depth_m,zone_public_pct,zone_private_pct,zone_service_pct,master_bedroom_target_w,master_bedroom_target_d,bedroom2_target_w,bedroom2_target_d,bedroom3_target_w,bedroom3_target_d,living_target_w,living_target_d,dining_target_w,dining_target_d,kitchen_target_w,kitchen_target_d,toilet_att_target_w,toilet_att_target_d,toilet_common_target_w,toilet_common_target_d,utility_target_w,utility_target_d,verandah_target_w,verandah_target_d,pooja_room_possible,staircase_possible,courtyard_possible,common_in_district,vastu_front_facing,layout_strategy,typical_use,road_width_typical_m,fsi_applicable,is_corner_plot,special_notes
143,30x40ft TN Popular,9.14,12.19,111.42,2.75,1199.31,W,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",65.62,7.14,9.19,25,50,25,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,1,1,0,"Coimbatore, Chennai, Madurai, Salem","West entry acceptable, master bedroom SW corner",West entry verandah. Living room front. Dining adjacent. Master bedroom SE. Bedroom 2 NE. Bedroom 3 east-center. Kitchen and services NW corner block.,PLOTTED_DEVELOPMENT,9,1.5,0,
144,30x40ft TN Popular,9.14,12.19,111.42,2.75,1199.31,W,4BHK,0,4BHK requires minimum 130sqm plot; insufficient space for four bedrooms plus services,65.62,7.14,9.19,22,55,23,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.4,3,1.5,2.4,1.2,1.8,1.5,1.8,4.5,1.5,1,1,0,"Coimbatore, Chennai, Madurai, Salem","West entry acceptable, master bedroom SW corner",West portico entry. Formal living front. Family room center. Master SE suite. Bedrooms 2-3 east wing. Bedroom 4 NE. Kitchen NW block with utility and service entry. Staircase core center.,PLOTTED_DEVELOPMENT,9,1.5,0,
145,30x50ft Family Plot,9.14,15.24,139.29,3.44,1499.3,N,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,87.39,7.14,12.24,35,40,25,3.6,4.2,,,,,3.6,4.5,3,3.3,2.7,3.3,1.5,2.4,,,1.5,1.8,6,1.8,0,1,0,"Coimbatore, Tiruchirappalli, Thanjavur","North entrance auspicious, master SW",Verandah spans north frontage. Living room behind verandah east-west axis. Bedroom in south zone. Kitchen and toilet on west service wall.,PLOTTED_DEVELOPMENT,9,1.5,0,
146,30x50ft Family Plot,9.14,15.24,139.29,3.44,1499.3,N,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",87.39,7.14,12.24,30,45,25,3.6,4.2,3,3.6,,,3.6,4.5,3,3.3,2.7,3.3,1.5,2.4,1.2,1.8,1.5,1.8,6,1.8,0,1,0,"Coimbatore, Tiruchirappalli, Thanjavur","North entrance auspicious, master SW",Verandah full north width. Living-dining spine east-west behind verandah. Master bedroom SW corner. Second bedroom SE. Kitchen and utility NW service block.,PLOTTED_DEVELOPMENT,9,1.5,0,
147,30x50ft Family Plot,9.14,15.24,139.29,3.44,1499.3,N,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",87.39,7.14,12.24,25,50,25,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.7,3.3,1.5,2.4,1.2,1.8,1.5,1.8,6,1.8,1,1,0,"Coimbatore, Tiruchirappalli, Thanjavur","North entrance auspicious, master SW",North verandah full width. Living-dining open plan behind. Master bedroom SW. Bedroom 2 south-center. Bedroom 3 SE. Kitchen NW with utility. Staircase NE corner.,PLOTTED_DEVELOPMENT,9,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
148,30x50ft Family Plot,9.14,15.24,139.29,3.44,1499.3,N,4BHK,1,"Excellent for 4BHK villa layout with all rooms, courtyard space, and staircase provision",87.39,7.14,12.24,22,55,23,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.7,3.3,1.5,2.4,1.2,1.8,1.5,1.8,6,1.8,1,1,0,"Coimbatore, Tiruchirappalli, Thanjavur","North entrance auspicious, master SW",Grand north verandah. Formal living and dining front zone. Master suite SW with walk-in. Bedrooms 2-3 south wing. Bedroom 4 east. Kitchen NW with pantry and utility. Central courtyard. Staircase NE.,PLOTTED_DEVELOPMENT,9,1.5,0,
149,30x50ft Family Plot,9.14,15.24,139.29,3.44,1499.3,S,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,87.39,7.14,12.24,35,40,25,3.6,4.2,,,,,3.6,4.5,3,3.3,2.7,3.3,1.5,2.4,,,1.5,1.8,6,1.8,0,1,0,"Coimbatore, Tiruchirappalli, Thanjavur","South entry needs vastu remedies, master SW",Entry verandah south. Living central spine. Bedroom placed north for privacy. Kitchen west side. Toilet between bedroom and kitchen.,PLOTTED_DEVELOPMENT,9,1.5,0,
150,30x50ft Family Plot,9.14,15.24,139.29,3.44,1499.3,S,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",87.39,7.14,12.24,30,45,25,3.6,4.2,3,3.6,,,3.6,4.5,3,3.3,2.7,3.3,1.5,2.4,1.2,1.8,1.5,1.8,6,1.8,0,1,0,"Coimbatore, Tiruchirappalli, Thanjavur","South entry needs vastu remedies, master SW",South verandah entry. Living room central. Master bedroom NW for vastu. Bedroom 2 NE. Kitchen SW with utility. Common toilet between bedrooms.,PLOTTED_DEVELOPMENT,9,1.5,0,
151,30x50ft Family Plot,9.14,15.24,139.29,3.44,1499.3,S,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",87.39,7.14,12.24,25,50,25,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.7,3.3,1.5,2.4,1.2,1.8,1.5,1.8,6,1.8,1,1,0,"Coimbatore, Tiruchirappalli, Thanjavur","South entry needs vastu remedies, master SW",South verandah entry. Living central axis. Three bedrooms arranged north strip. Master NW per vastu. Kitchen SW service zone. Courtyard center if space allows.,PLOTTED_DEVELOPMENT,9,1.5,0,
152,30x50ft Family Plot,9.14,15.24,139.29,3.44,1499.3,S,4BHK,1,"Excellent for 4BHK villa layout with all rooms, courtyard space, and staircase provision",87.39,7.14,12.24,22,55,23,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.7,3.3,1.5,2.4,1.2,1.8,1.5,1.8,6,1.8,1,1,0,"Coimbatore, Tiruchirappalli, Thanjavur","South entry needs vastu remedies, master SW",South portico entry. Double-height living central. Master bedroom NW per vastu. Bedroom 2 NE. Bedrooms 3-4 north wing. Kitchen SW with service yard. Central courtyard with skylight.,PLOTTED_DEVELOPMENT,9,1.5,0,
153,30x50ft Family Plot,9.14,15.24,139.29,3.44,1499.3,E,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,87.39,7.14,12.24,35,40,25,3.6,4.2,,,,,3.6,4.5,3,3.3,2.7,3.3,1.5,2.4,,,1.5,1.8,6,1.8,0,1,0,"Coimbatore, Tiruchirappalli, Thanjavur",East facing most auspicious per vastu,East verandah full depth. Living room front east. Bedroom rear west corner. Kitchen south service strip. Toilet adjacent bedroom.,PLOTTED_DEVELOPMENT,9,1.5,0,
154,30x50ft Family Plot,9.14,15.24,139.29,3.44,1499.3,E,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",87.39,7.14,12.24,30,45,25,3.6,4.2,3,3.6,,,3.6,4.5,3,3.3,2.7,3.3,1.5,2.4,1.2,1.8,1.5,1.8,6,1.8,0,1,0,"Coimbatore, Tiruchirappalli, Thanjavur",East facing most auspicious per vastu,East verandah along frontage. Living room front-east. Dining behind living. Master bedroom SW corner. Bedroom 2 NW. Kitchen and services west wall.,PLOTTED_DEVELOPMENT,9,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
155,30x50ft Family Plot,9.14,15.24,139.29,3.44,1499.3,E,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",87.39,7.14,12.24,25,50,25,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.7,3.3,1.5,2.4,1.2,1.8,1.5,1.8,6,1.8,1,1,0,"Coimbatore, Tiruchirappalli, Thanjavur",East facing most auspicious per vastu,East verandah along depth. Living-dining front east half. Master bedroom SW. Bedrooms 2 and 3 west strip. Kitchen NW service block. Staircase south wall.,PLOTTED_DEVELOPMENT,9,1.5,0,
156,30x50ft Family Plot,9.14,15.24,139.29,3.44,1499.3,E,4BHK,1,"Excellent for 4BHK villa layout with all rooms, courtyard space, and staircase provision",87.39,7.14,12.24,22,55,23,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.7,3.3,1.5,2.4,1.2,1.8,1.5,1.8,6,1.8,1,1,0,"Coimbatore, Tiruchirappalli, Thanjavur",East facing most auspicious per vastu,East verandah grand entry. Living-dining front east wing. Master SW suite. Bedrooms 2-3 west wing. Bedroom 4 NW. Kitchen and utility west service block. Courtyard center. Staircase south.,PLOTTED_DEVELOPMENT,9,1.5,0,
157,30x50ft Family Plot,9.14,15.24,139.29,3.44,1499.3,W,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,87.39,7.14,12.24,35,40,25,3.6,4.2,,,,,3.6,4.5,3,3.3,2.7,3.3,1.5,2.4,,,1.5,1.8,6,1.8,0,1,0,"Coimbatore, Tiruchirappalli, Thanjavur","West entry acceptable, master bedroom SW corner",West entry verandah. Living front zone. Bedroom east rear for morning light. Kitchen and utility south strip. Toilet beside bedroom.,PLOTTED_DEVELOPMENT,9,1.5,0,
158,30x50ft Family Plot,9.14,15.24,139.29,3.44,1499.3,W,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",87.39,7.14,12.24,30,45,25,3.6,4.2,3,3.6,,,3.6,4.5,3,3.3,2.7,3.3,1.5,2.4,1.2,1.8,1.5,1.8,6,1.8,0,1,0,"Coimbatore, Tiruchirappalli, Thanjavur","West entry acceptable, master bedroom SW corner",West entry with verandah. Living-dining front zone. Master bedroom SE for morning sun. Bedroom 2 NE. Kitchen NW service corner with utility area.,PLOTTED_DEVELOPMENT,9,1.5,0,
159,30x50ft Family Plot,9.14,15.24,139.29,3.44,1499.3,W,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",87.39,7.14,12.24,25,50,25,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.7,3.3,1.5,2.4,1.2,1.8,1.5,1.8,6,1.8,1,1,0,"Coimbatore, Tiruchirappalli, Thanjavur","West entry acceptable, master bedroom SW corner",West entry verandah. Living room front. Dining adjacent. Master bedroom SE. Bedroom 2 NE. Bedroom 3 east-center. Kitchen and services NW corner block.,PLOTTED_DEVELOPMENT,9,1.5,0,
160,30x50ft Family Plot,9.14,15.24,139.29,3.44,1499.3,W,4BHK,1,"Excellent for 4BHK villa layout with all rooms, courtyard space, and staircase provision",87.39,7.14,12.24,22,55,23,3.6,4.2,3,3.6,2.7,3.3,3.6,4.5,3,3.3,2.7,3.3,1.5,2.4,1.2,1.8,1.5,1.8,6,1.8,1,1,0,"Coimbatore, Tiruchirappalli, Thanjavur","West entry acceptable, master bedroom SW corner",West portico entry. Formal living front. Family room center. Master SE suite. Bedrooms 2-3 east wing. Bedroom 4 NE. Kitchen NW block with utility and service entry. Staircase core center.,PLOTTED_DEVELOPMENT,9,1.5,0,
161,40x60ft Premium,12.19,18.29,222.96,5.51,2399.92,N,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,126.73,9.19,13.79,35,40,25,4,4.5,,,,,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,,,1.8,2.4,6,1.8,0,1,0,"Chennai, Coimbatore, Madurai","North entrance auspicious, master SW",Verandah spans north frontage. Living room behind verandah east-west axis. Bedroom in south zone. Kitchen and toilet on west service wall.,PLOTTED_DEVELOPMENT,9,2,1,Corner plot allows two-side setback relaxation per DTCP rules.
162,40x60ft Premium,12.19,18.29,222.96,5.51,2399.92,N,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",126.73,9.19,13.79,30,45,25,4,4.5,3.6,4,,,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,0,1,0,"Chennai, Coimbatore, Madurai","North entrance auspicious, master SW",Verandah full north width. Living-dining spine east-west behind verandah. Master bedroom SW corner. Second bedroom SE. Kitchen and utility NW service block.,PLOTTED_DEVELOPMENT,9,2,0,
163,40x60ft Premium,12.19,18.29,222.96,5.51,2399.92,N,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",126.73,9.19,13.79,28,50,22,4,4.5,3.6,4,2.7,3.3,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,1,1,1,"Chennai, Coimbatore, Madurai","North entrance auspicious, master SW",North verandah full width. Living-dining open plan behind. Master bedroom SW. Bedroom 2 south-center. Bedroom 3 SE. Kitchen NW with utility. Staircase NE corner.,PLOTTED_DEVELOPMENT,9,2,0,
164,40x60ft Premium,12.19,18.29,222.96,5.51,2399.92,N,4BHK,1,"Excellent for 4BHK villa layout with all rooms, courtyard space, and staircase provision",126.73,9.19,13.79,22,55,23,4,4.5,3.6,4,2.7,3.3,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,1,1,1,"Chennai, Coimbatore, Madurai","North entrance auspicious, master SW",Grand north verandah. Formal living and dining front zone. Master suite SW with walk-in. Bedrooms 2-3 south wing. Bedroom 4 east. Kitchen NW with pantry and utility. Central courtyard. Staircase NE.,PLOTTED_DEVELOPMENT,9,2,0,
165,40x60ft Premium,12.19,18.29,222.96,5.51,2399.92,S,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,126.73,9.19,13.79,35,40,25,4,4.5,,,,,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,,,1.8,2.4,6,1.8,0,1,0,"Chennai, Coimbatore, Madurai","South entry needs vastu remedies, master SW",Entry verandah south. Living central spine. Bedroom placed north for privacy. Kitchen west side. Toilet between bedroom and kitchen.,PLOTTED_DEVELOPMENT,9,2,0,
166,40x60ft Premium,12.19,18.29,222.96,5.51,2399.92,S,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",126.73,9.19,13.79,30,45,25,4,4.5,3.6,4,,,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,0,1,0,"Chennai, Coimbatore, Madurai","South entry needs vastu remedies, master SW",South verandah entry. Living room central. Master bedroom NW for vastu. Bedroom 2 NE. Kitchen SW with utility. Common toilet between bedrooms.,PLOTTED_DEVELOPMENT,9,2,0,
167,40x60ft Premium,12.19,18.29,222.96,5.51,2399.92,S,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",126.73,9.19,13.79,28,50,22,4,4.5,3.6,4,2.7,3.3,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,1,1,1,"Chennai, Coimbatore, Madurai","South entry needs vastu remedies, master SW",South verandah entry. Living central axis. Three bedrooms arranged north strip. Master NW per vastu. Kitchen SW service zone. Courtyard center if space allows.,PLOTTED_DEVELOPMENT,9,2,0,
168,40x60ft Premium,12.19,18.29,222.96,5.51,2399.92,S,4BHK,1,"Excellent for 4BHK villa layout with all rooms, courtyard space, and staircase provision",126.73,9.19,13.79,22,55,23,4,4.5,3.6,4,2.7,3.3,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,1,1,1,"Chennai, Coimbatore, Madurai","South entry needs vastu remedies, master SW",South portico entry. Double-height living central. Master bedroom NW per vastu. Bedroom 2 NE. Bedrooms 3-4 north wing. Kitchen SW with service yard. Central courtyard with skylight.,PLOTTED_DEVELOPMENT,9,2,1,Corner plot allows two-side setback relaxation per DTCP rules.
169,40x60ft Premium,12.19,18.29,222.96,5.51,2399.92,E,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,126.73,9.19,13.79,35,40,25,4,4.5,,,,,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,,,1.8,2.4,6,1.8,0,1,0,"Chennai, Coimbatore, Madurai",East facing most auspicious per vastu,East verandah full depth. Living room front east. Bedroom rear west corner. Kitchen south service strip. Toilet adjacent bedroom.,PLOTTED_DEVELOPMENT,9,2,0,
170,40x60ft Premium,12.19,18.29,222.96,5.51,2399.92,E,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",126.73,9.19,13.79,30,45,25,4,4.5,3.6,4,,,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,0,1,0,"Chennai, Coimbatore, Madurai",East facing most auspicious per vastu,East verandah along frontage. Living room front-east. Dining behind living. Master bedroom SW corner. Bedroom 2 NW. Kitchen and services west wall.,PLOTTED_DEVELOPMENT,9,2,0,
171,40x60ft Premium,12.19,18.29,222.96,5.51,2399.92,E,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",126.73,9.19,13.79,28,50,22,4,4.5,3.6,4,2.7,3.3,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,1,1,1,"Chennai, Coimbatore, Madurai",East facing most auspicious per vastu,East verandah along depth. Living-dining front east half. Master bedroom SW. Bedrooms 2 and 3 west strip. Kitchen NW service block. Staircase south wall.,PLOTTED_DEVELOPMENT,9,2,0,
172,40x60ft Premium,12.19,18.29,222.96,5.51,2399.92,E,4BHK,1,"Excellent for 4BHK villa layout with all rooms, courtyard space, and staircase provision",126.73,9.19,13.79,22,55,23,4,4.5,3.6,4,2.7,3.3,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,1,1,1,"Chennai, Coimbatore, Madurai",East facing most auspicious per vastu,East verandah grand entry. Living-dining front east wing. Master SW suite. Bedrooms 2-3 west wing. Bedroom 4 NW. Kitchen and utility west service block. Courtyard center. Staircase south.,PLOTTED_DEVELOPMENT,9,2,0,
173,40x60ft Premium,12.19,18.29,222.96,5.51,2399.92,W,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,126.73,9.19,13.79,35,40,25,4,4.5,,,,,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,,,1.8,2.4,6,1.8,0,1,0,"Chennai, Coimbatore, Madurai","West entry acceptable, master bedroom SW corner",West entry verandah. Living front zone. Bedroom east rear for morning light. Kitchen and utility south strip. Toilet beside bedroom.,PLOTTED_DEVELOPMENT,9,2,0,
174,40x60ft Premium,12.19,18.29,222.96,5.51,2399.92,W,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",126.73,9.19,13.79,30,45,25,4,4.5,3.6,4,,,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,0,1,0,"Chennai, Coimbatore, Madurai","West entry acceptable, master bedroom SW corner",West entry with verandah. Living-dining front zone. Master bedroom SE for morning sun. Bedroom 2 NE. Kitchen NW service corner with utility area.,PLOTTED_DEVELOPMENT,9,2,0,
175,40x60ft Premium,12.19,18.29,222.96,5.51,2399.92,W,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",126.73,9.19,13.79,28,50,22,4,4.5,3.6,4,2.7,3.3,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,1,1,1,"Chennai, Coimbatore, Madurai","West entry acceptable, master bedroom SW corner",West entry verandah. Living room front. Dining adjacent. Master bedroom SE. Bedroom 2 NE. Bedroom 3 east-center. Kitchen and services NW corner block.,PLOTTED_DEVELOPMENT,9,2,1,Corner plot allows two-side setback relaxation per DTCP rules.
176,40x60ft Premium,12.19,18.29,222.96,5.51,2399.92,W,4BHK,1,"Excellent for 4BHK villa layout with all rooms, courtyard space, and staircase provision",126.73,9.19,13.79,22,55,23,4,4.5,3.6,4,2.7,3.3,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,1,1,1,"Chennai, Coimbatore, Madurai","West entry acceptable, master bedroom SW corner",West portico entry. Formal living front. Family room center. Master SE suite. Bedrooms 2-3 east wing. Bedroom 4 NE. Kitchen NW block with utility and service entry. Staircase core center.,PLOTTED_DEVELOPMENT,9,2,0,
177,12x15m Residential,12,15,180,4.45,1937.5,N,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,120,10,12,35,40,25,4,4.5,,,,,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,,,1.8,2.4,6,1.8,0,1,0,"Erode, Salem, Namakkal, Karur","North entrance auspicious, master SW",Verandah spans north frontage. Living room behind verandah east-west axis. Bedroom in south zone. Kitchen and toilet on west service wall.,SEMI_URBAN,7.5,1.5,0,
178,12x15m Residential,12,15,180,4.45,1937.5,N,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",120,10,12,30,45,25,4,4.5,3.6,4,,,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,0,1,0,"Erode, Salem, Namakkal, Karur","North entrance auspicious, master SW",Verandah full north width. Living-dining spine east-west behind verandah. Master bedroom SW corner. Second bedroom SE. Kitchen and utility NW service block.,SEMI_URBAN,7.5,1.5,0,
179,12x15m Residential,12,15,180,4.45,1937.5,N,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",120,10,12,25,50,25,4,4.5,3.6,4,2.7,3.3,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,1,1,1,"Erode, Salem, Namakkal, Karur","North entrance auspicious, master SW",North verandah full width. Living-dining open plan behind. Master bedroom SW. Bedroom 2 south-center. Bedroom 3 SE. Kitchen NW with utility. Staircase NE corner.,SEMI_URBAN,7.5,1.5,0,
180,12x15m Residential,12,15,180,4.45,1937.5,N,4BHK,1,"Excellent for 4BHK villa layout with all rooms, courtyard space, and staircase provision",120,10,12,22,55,23,4,4.5,3.6,4,2.7,3.3,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,1,1,1,"Erode, Salem, Namakkal, Karur","North entrance auspicious, master SW",Grand north verandah. Formal living and dining front zone. Master suite SW with walk-in. Bedrooms 2-3 south wing. Bedroom 4 east. Kitchen NW with pantry and utility. Central courtyard. Staircase NE.,SEMI_URBAN,7.5,1.5,0,
181,12x15m Residential,12,15,180,4.45,1937.5,S,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,120,10,12,35,40,25,4,4.5,,,,,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,,,1.8,2.4,6,1.8,0,1,0,"Erode, Salem, Namakkal, Karur","South entry needs vastu remedies, master SW",Entry verandah south. Living central spine. Bedroom placed north for privacy. Kitchen west side. Toilet between bedroom and kitchen.,SEMI_URBAN,7.5,1.5,0,
182,12x15m Residential,12,15,180,4.45,1937.5,S,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",120,10,12,30,45,25,4,4.5,3.6,4,,,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,0,1,0,"Erode, Salem, Namakkal, Karur","South entry needs vastu remedies, master SW",South verandah entry. Living room central. Master bedroom NW for vastu. Bedroom 2 NE. Kitchen SW with utility. Common toilet between bedrooms.,SEMI_URBAN,7.5,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
183,12x15m Residential,12,15,180,4.45,1937.5,S,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",120,10,12,25,50,25,4,4.5,3.6,4,2.7,3.3,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,1,1,1,"Erode, Salem, Namakkal, Karur","South entry needs vastu remedies, master SW",South verandah entry. Living central axis. Three bedrooms arranged north strip. Master NW per vastu. Kitchen SW service zone. Courtyard center if space allows.,SEMI_URBAN,7.5,1.5,0,
184,12x15m Residential,12,15,180,4.45,1937.5,S,4BHK,1,"Excellent for 4BHK villa layout with all rooms, courtyard space, and staircase provision",120,10,12,22,55,23,4,4.5,3.6,4,2.7,3.3,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,1,1,1,"Erode, Salem, Namakkal, Karur","South entry needs vastu remedies, master SW",South portico entry. Double-height living central. Master bedroom NW per vastu. Bedroom 2 NE. Bedrooms 3-4 north wing. Kitchen SW with service yard. Central courtyard with skylight.,SEMI_URBAN,7.5,1.5,0,
185,12x15m Residential,12,15,180,4.45,1937.5,E,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,120,10,12,35,40,25,4,4.5,,,,,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,,,1.8,2.4,6,1.8,0,1,0,"Erode, Salem, Namakkal, Karur",East facing most auspicious per vastu,East verandah full depth. Living room front east. Bedroom rear west corner. Kitchen south service strip. Toilet adjacent bedroom.,SEMI_URBAN,7.5,1.5,0,
186,12x15m Residential,12,15,180,4.45,1937.5,E,2BHK,1,"Good fit for 2BHK with proper room sizes, cross ventilation, and setback compliance",120,10,12,30,45,25,4,4.5,3.6,4,,,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,0,1,0,"Erode, Salem, Namakkal, Karur",East facing most auspicious per vastu,East verandah along frontage. Living room front-east. Dining behind living. Master bedroom SW corner. Bedroom 2 NW. Kitchen and services west wall.,SEMI_URBAN,7.5,1.5,0,
187,12x15m Residential,12,15,180,4.45,1937.5,E,3BHK,1,"Well-suited for 3BHK with spacious rooms, utility area, and optional pooja room",120,10,12,25,50,25,4,4.5,3.6,4,2.7,3.3,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,1,1,1,"Erode, Salem, Namakkal, Karur",East facing most auspicious per vastu,East verandah along depth. Living-dining front east half. Master bedroom SW. Bedrooms 2 and 3 west strip. Kitchen NW service block. Staircase south wall.,SEMI_URBAN,7.5,1.5,0,
188,12x15m Residential,12,15,180,4.45,1937.5,E,4BHK,1,"Excellent for 4BHK villa layout with all rooms, courtyard space, and staircase provision",120,10,12,22,55,23,4,4.5,3.6,4,2.7,3.3,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,1.2,1.8,1.8,2.4,6,1.8,1,1,1,"Erode, Salem, Namakkal, Karur",East facing most auspicious per vastu,East verandah grand entry. Living-dining front east wing. Master SW suite. Bedrooms 2-3 west wing. Bedroom 4 NW. Kitchen and utility west service block. Courtyard center. Staircase south.,SEMI_URBAN,7.5,1.5,0,
189,12x15m Residential,12,15,180,4.45,1937.5,W,1BHK,1,Adequate area for compact 1BHK layout with all essential rooms and ventilation,120,10,12,35,40,25,4,4.5,,,,,4.2,5.4,3.6,3.6,2.7,3.3,1.5,2.7,,,1.8,2.4,6,1.8,0,1,0,"Erode, Salem, Namakkal, Karur","West entry acceptable, master bedroom SW corner",West entry verandah. Living front zone. Bedroom east rear for morning light. Kitchen and utility south strip. Toilet beside bedroom.,SEMI_URBAN,7.5,1.5,1,Corner plot allows two-side setback relaxation per DTCP rules.
