material_id,material_name,material_category,subcategory,application,unit,cost_per_unit_inr_low,cost_per_unit_inr_high,cost_per_unit_inr_avg,districts_available,districts_expensive,thermal_performance,climate_zone_suitability,sustainability_rating,baker_recommended,local_availability,carbon_footprint,skill_level_required,typical_thickness_mm,compressive_strength_mpa,thermal_conductivity_w_mk,water_resistance,maintenance_frequency,lifespan_years,nbc_approved,is_load_bearing,wall_drawing_color_hex,hatch_pattern,notes
200,"Calcium Silicate Board (6mm, Ceiling)",INSULATION,Calcium Silicate,False ceiling thermal and fire barrier,sqm,80,130,105,ALL,,EXCELLENT,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,IMPORTED,MEDIUM,SPECIALIST,,,,AVERAGE,NONE,30,1,,,,Fire-rated ceiling board. Everest/Ramco brands. For kitchen and utility false ceiling in TN homes.
201,"Vacuum Insulation Panel (VIP, 20mm)",INSULATION,VIP,Ultra-thin premium roof insulation,sqm,3000,5000,4000,ALL,,EXCELLENT,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,IMPORTED,MEDIUM,SPECIALIST,,,,AVERAGE,NONE,30,1,,,,Most efficient insulation technology. For premium TN homes where space is critical. Handle with care.
202,Bentonite Clay Waterproofing Sheet,WATERPROOFING,Bentonite Sheet,Below-grade foundation waterproofing,sqm,300,500,400,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SPECIALIST,,,,EXCELLENT,10_YEARS,15,1,,,,Self-healing bentonite clay. For basement waterproofing in TN's high water table areas (Chennai coast).
203,Epoxy Floor Coating (Waterproof),WATERPROOFING,Epoxy Coating,Garage and utility room waterproof floor,sqm,150,250,200,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,EXCELLENT,10_YEARS,15,1,,,,Two-component epoxy. Seamless waterproof floor. Popular in TN car porches and garages.
204,Polymer Modified Cement Slurry (Tank Coat),WATERPROOFING,Polymer Slurry,Water tank internal waterproofing,sqm,60,100,80,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,EXCELLENT,10_YEARS,15,1,,,,For overhead and underground tank waterproofing. Dr. Fixit Pidicrete URP. 2 coats minimum.
205,Silicone Water Repellent (Exterior Spray),WATERPROOFING,Silicone Spray,Exterior brick and stone water repellent,sqm,20,35,27.5,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,EXCELLENT,10_YEARS,15,1,,,,Transparent spray for exposed brick/stone walls. Wacker/Dow brands. Repels rain without changing appearance.
206,PVC Waterproofing Membrane (1.5mm),WATERPROOFING,PVC Membrane,Terrace and podium waterproofing,sqm,350,550,450,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SPECIALIST,,,,EXCELLENT,10_YEARS,15,1,,,,Mechanically fixed PVC sheet. 15+ year warranty. For premium TN terrace waterproofing. Sika/Firestone.
207,Pile Foundation (RCC Bored Cast-In-Situ),FOUNDATION,Pile Foundation,Deep foundation for weak soil,running_m,3500,5500,4500,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,HIGH,SPECIALIST,,,,GOOD,NONE,80,1,1,,,For Chennai's marine clay soil. 300-450mm diameter. Depth based on soil investigation report.
208,Well Foundation (Caisson Type),FOUNDATION,Well Foundation,Foundation in waterlogged area,cum,8000,12000,10000,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,HIGH,SPECIALIST,,,,GOOD,NONE,80,1,1,,,For high water table areas in TN river deltas. Sinking well technique. Specialist foundation.
209,Plinth Beam (RCC Tie Beam),FOUNDATION,RCC Beam,Plinth level tie beam,cum,7000,9500,8250,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,HIGH,SPECIALIST,,,,GOOD,NONE,80,1,1,,,Connects all columns at plinth level. Mandatory in TN for differential settlement prevention.
210,"DPC (Damp Proof Course, Bitumen)",FOUNDATION,DPC,Plinth level moisture barrier,sqm,25,45,35,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,HIGH,SPECIALIST,,,,GOOD,NONE,80,1,,,,Bitumen DPC at plinth level. Prevents rising damp—critical in TN's monsoon season. 2 coats minimum.
211,"Geo-Textile Fabric (Non-Woven, 200gsm)",FOUNDATION,Geotextile,Foundation soil separation and drainage,sqm,40,70,55,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,HIGH,SPECIALIST,,,,GOOD,NONE,80,1,,,,"For foundation drainage and soil stabilization. Essential in TN black cotton soil areas (Thanjavur, Salem)."
212,PP-R Pipe 20mm (Hot Water Supply),PLUMBING,PP-R Pipe,Solar water heater hot water line,running_m,55,85,70,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,EXCELLENT,5_YEARS,25,1,,,,Polypropylene random for hot water. Handles 95°C. For solar heater connections common in TN.
213,Rainwater Harvesting Filter (First Flush),PLUMBING,RWH Filter,Rainwater harvesting system filter,per_piece,3000,6000,4500,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,1,MANUFACTURED,MEDIUM,SKILLED,,,,EXCELLENT,ANNUAL,25,1,,,,Mandatory in TN since 2001. First-flush diverter + sand-gravel filter. Chennai Metro Water approved.
214,Borewell Casing Pipe (PVC 6-inch),PLUMBING,Borewell Pipe,Borewell lining and casing,running_m,200,350,275,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SPECIALIST,,,,EXCELLENT,5_YEARS,25,1,,,,For TN borewells (typical depth 100-300ft). Slotted section at aquifer level. Supreme/Astral brands.
215,Solar Water Heater (100L FPC Type),PLUMBING,Solar Heater,Roof-mounted domestic hot water,per_piece,18000,28000,23000,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,MANUFACTURED,LOW,SKILLED,,,,EXCELLENT,ANNUAL,20,1,,,,Flat plate collector type. TN TEDA subsidy available. 100L sufficient for 3-4 member family.
216,"Septic Tank (FRP Prefab, 1000L)",PLUMBING,Septic Tank,Individual house sewage treatment,per_piece,15000,25000,20000,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,EXCELLENT,5_YEARS,25,1,,,,For areas without TN underground drainage. FRP prefab for quick installation. Size per IS 2470.
217,STP Bio-Digester Tank (1500L),PLUMBING,Bio-Digester,Eco-friendly sewage treatment,per_piece,35000,55000,45000,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,MANUFACTURED,LOW,SPECIALIST,,,,EXCELLENT,5_YEARS,25,1,,,,DRDO technology bio-digester. Zero-discharge system. Growing adoption in TN rural housing.
218,Solar Inverter (3kW Grid-Tie),ELECTRICAL,Solar Inverter,Rooftop solar power conversion,per_piece,25000,40000,32500,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",4,0,MANUFACTURED,LOW,SPECIALIST,,,,GOOD,NONE,20,1,,,,For rooftop solar. Delta/SMA/Growatt brands. TN net metering compatible. 5-year warranty.
219,"LED Panel Light (18W Square, Recessed)",ELECTRICAL,LED Light,Ceiling recessed lighting all rooms,per_piece,250,450,350,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",4,0,MANUFACTURED,LOW,SKILLED,,,,GOOD,NONE,15,1,,,,Philips/Havells/Syska. 18W = 100W incandescent equivalent. Energy savings critical in TN's hot summers.
220,Ceiling Fan (BLDC Energy Efficient),ELECTRICAL,Fan,Room ceiling fan all bedrooms,per_piece,2500,4500,3500,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",4,0,MANUFACTURED,LOW,SKILLED,,,,GOOD,NONE,20,1,,,,BLDC motor uses 30W vs 75W regular. Atomberg/Superfan brands. Essential energy savings for TN climate.
221,UPS/Inverter Battery (150Ah Tubular),ELECTRICAL,Battery,Power backup for essential loads,per_piece,12000,18000,15000,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,GOOD,ANNUAL,4,1,,,,Exide/Amaron tubular. For TN's power cuts (improving but still common in rural areas). 3-4 year life.
222,Lightning Arrester (ESE Type),ELECTRICAL,Lightning Protection,Building lightning protection,per_piece,15000,30000,22500,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SPECIALIST,,,,GOOD,ANNUAL,20,1,,,,Mandatory for buildings above 15m in TN. Early Streamer Emission type. Annual testing required.
223,Hempcrete Block (Hemp-Lime Composite),SUSTAINABLE,Hempcrete,Non-load bearing insulated wall,per_piece,25,40,32.5,ALL,,EXCELLENT,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,SKILLED,,,,AVERAGE,10_YEARS,30,0,0,#C4B77D,xxx,Experimental in TN. Carbon-negative material. Excellent insulation. IIT Madras research material.
224,Papercrete Block (Recycled Paper-Cement),SUSTAINABLE,Papercrete,Partition wall and garden wall,per_piece,15,25,20,ALL,,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,SKILLED,,,,AVERAGE,10_YEARS,30,0,0,,,Recycled waste paper + cement. Lightweight insulating block. Experimental use in TN eco-homes.
225,Recycled Plastic Lumber (HDPE),SUSTAINABLE,Recycled Plastic,Outdoor furniture and decking,running_m,200,350,275,ALL,,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,MANUFACTURED,VERY_LOW,SKILLED,,,,EXCELLENT,10_YEARS,40,0,0,,,"From recycled milk packets. Waterproof, no maintenance. Good for TN coastal and garden applications."
226,Fly Ash Lime Gypsum Brick (FaL-G),SUSTAINABLE,FaL-G Brick,Non-load bearing wall,per_piece,4,7,5.5,ALL,,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,SKILLED,,,,AVERAGE,10_YEARS,30,1,0,,,Zero-kiln brick. Fly ash + lime + gypsum. Lowest carbon masonry. Developing market in TN.
227,Geopolymer Concrete Block,SUSTAINABLE,Geopolymer,Non-structural concrete element,per_piece,30,50,40,ALL,,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,MANUFACTURED,VERY_LOW,SPECIALIST,,,,AVERAGE,10_YEARS,30,0,0,,,Cement-free concrete using fly ash + alkaline activator. Anna University research. 80% lower carbon.
228,Mycelium Insulation Panel (Mushroom-Based),SUSTAINABLE,Mycelium,Experimental bio-insulation,sqm,500,900,700,ALL,,EXCELLENT,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,MANUFACTURED,VERY_LOW,SPECIALIST,,,,AVERAGE,10_YEARS,30,0,0,,,Grown from mushroom mycelium + agricultural waste. Experimental. IIT Madras sustainability lab.
229,Bamboo Reinforced Concrete Beam,SUSTAINABLE,Bamboo-RC,Non-critical beam and lintel,running_m,300,500,400,ALL,,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,SPECIALIST,,,,AVERAGE,10_YEARS,30,0,0,,,Bamboo as rebar replacement. 10% of steel cost. Research-stage in TN. Treat bamboo with bitumen coating.
230,Agro-Waste Particle Board (Bagasse),SUSTAINABLE,Particle Board,Interior partition and false ceiling,sqm,150,250,200,"Tiruchirappalli,Erode,Villupuram,Cuddalore",,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,SKILLED,,,,AVERAGE,10_YEARS,30,0,0,,,From sugarcane bagasse—abundant in TN sugar belt. Eco-friendly alternative to plywood.
231,Waste Glass Aggregate Concrete,SUSTAINABLE,Recycled Concrete,Non-structural concrete elements,cum,4500,6500,5500,ALL,,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,SKILLED,,,,AVERAGE,10_YEARS,30,0,0,,,15-20% glass aggregate replaces sand. From TN glass recycling. Smooth aesthetic finish.
232,Sisal Fibre Reinforced Mortar,SUSTAINABLE,Natural Fibre,Crack-resistant plaster and mortar,sqm,50,85,67.5,ALL,,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,1,LOCALLY_SOURCED,VERY_LOW,SKILLED,,,,AVERAGE,10_YEARS,30,0,0,,,Sisal fibre from TN sisal farms. Replaces steel mesh for plaster crack prevention. Baker technique.
233,Coconut Coir Pith Brick (Coco Peat Block),SUSTAINABLE,Coir Brick,Garden wall and landscape element,per_piece,10,18,14,"Thanjavur,Tirunelveli,Kanniyakumari",,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,SKILLED,,,,AVERAGE,10_YEARS,30,0,0,,,Compressed coir pith + cement. Lightweight garden block. From TN coir processing waste.
234,Rubble-Filled Gabion Wall,SUSTAINABLE,Gabion,Retaining wall and landscape wall,cum,2000,3500,2750,"Nilgiris,Dindigul,Theni,Krishnagiri",,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,1,LOCALLY_SOURCED,VERY_LOW,SKILLED,,,,EXCELLENT,10_YEARS,50,1,1,#8B8680,OO,"Wire mesh cage filled with local stone. For slope retention in TN's hilly terrain (Nilgiris, Dindigul)."
235,Earth Bag Wall (Superadobe),SUSTAINABLE,Earthbag,Dome house and retaining wall,running_m,100,180,140,ALL,,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,SKILLED,,,,AVERAGE,10_YEARS,30,0,0,,,Polypropylene bags filled with local earth. Nader Khalili technique. Experimental eco-housing in TN.
236,Kadapa Black Granite Kitchen Counter (25mm),FLOORING,Granite,Kitchen countertop and platform,sqm,600,950,775,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",3,0,REGIONALLY_SOURCED,MEDIUM,SKILLED,25,180,2.9,EXCELLENT,NONE,80,1,,,,Polished black granite from AP. Standard TN kitchen platform material. Edge profiles: bullnose or chamfer.
237,Quartz Engineered Stone Counter (20mm),FLOORING,Engineered Stone,Premium kitchen countertop,sqm,2500,4500,3500,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,HIGH,SPECIALIST,20,,,EXCELLENT,NONE,30,1,,,,"Caesarstone/Kalinga Stone. Non-porous, no sealing needed. Popular in premium Chennai homes."
238,"RCC Sunshade (Chajja, 600mm projection)",STRUCTURAL,RCC Element,Window sunshade and rain protection,running_m,800,1200,1000,ALL,,GOOD,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,1,MANUFACTURED,HIGH,SKILLED,75,20,1.58,GOOD,10_YEARS,60,1,,#808080,\\\\,Essential in TN for monsoon rain protection. Baker recommends 600mm+ projection. Drip groove underneath.
239,Precast Concrete Staircase (Standard Residential),STRUCTURAL,Precast Concrete,Internal staircase residential,per_piece,35000,55000,45000,"Chennai,Coimbatore,Tiruchirappalli,Madurai","Nilgiris,Ramanathapuram",POOR,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,HIGH,SPECIALIST,150,25,1.58,GOOD,NONE,80,1,1,#808080,\\\\,Factory-made precast stairs. Faster than cast-in-situ. Available from TN precast manufacturers.
240,"GI Rain Water Gutter (Half Round, 125mm)",PLUMBING,Rain Gutter,Roof rainwater collection gutter,running_m,180,280,230,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,,,,EXCELLENT,5_YEARS,20,1,,,,For sloped roof rainwater collection. Connect to RWH system mandatory in TN. Paint for corrosion protection.
241,SWG (Stone Water Ground) Recharge Well Kit,PLUMBING,RWH System,Rainwater harvesting groundwater recharge,per_piece,8000,15000,11500,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,1,LOCALLY_SOURCED,VERY_LOW,SKILLED,,,,EXCELLENT,ANNUAL,30,1,,,,TN government mandated RWH. Percolation pit with filter media. Chennai Metro Water standard design.
242,Exterior Grade Plywood (19mm BWR),DOOR_WINDOW,Plywood,Door shutter and built-in furniture,sqm,400,650,525,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,19,,0.14,GOOD,10_YEARS,20,1,,,,"Centuryply/Greenply BWR grade. For TN's humidity, always use BWR minimum. Termite-treated."
243,"Cement Board (Fibre Cement, 8mm)",FINISHING,Cement Board,False ceiling and partition panel,sqm,45,75,60,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",3,0,MANUFACTURED,MEDIUM,SEMI_SKILLED,8,,,GOOD,NONE,30,1,,,,Everest/Ramco fibre cement. Better than gypsum for TN's humid areas. Can be used in bathrooms.
244,Gypsum Board False Ceiling (12.5mm),FINISHING,Gypsum Board,Interior false ceiling all rooms,sqm,65,110,87.5,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SKILLED,12.5,,,POOR,10_YEARS,20,1,,,,Gyproc/Saint Gobain. GI channel framework. Use moisture-resistant variant near TN coastal areas.
245,Metal False Ceiling (Aluminium Grid),FINISHING,Metal Ceiling,Kitchen and bathroom false ceiling,sqm,120,200,160,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,HIGH,SKILLED,,,,EXCELLENT,NONE,30,1,,,,Hunter Douglas/Armstrong. Clip-in system. Ideal for TN kitchen and bathroom—fully washable.
246,Natural Coir Door Mat (Heavy Duty),SUSTAINABLE,Coir Product,Entrance doorstep mat,per_piece,200,400,300,"Thanjavur,Tirunelveli,Kanniyakumari,Coimbatore",,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",5,0,LOCALLY_SOURCED,VERY_LOW,UNSKILLED,25,,,GOOD,ANNUAL,3,0,,,,TN coir industry product. Pollachi and Tirunelveli coir clusters. Biodegradable entrance mat.
247,Stabilized Rammed Earth Plinth (300mm),FOUNDATION,Rammed Earth,Plinth wall for eco-housing,cum,2200,3800,3000,ALL,,EXCELLENT,"Hot_Dry,Composite",5,1,LOCALLY_SOURCED,VERY_LOW,SPECIALIST,300,3,0.6,AVERAGE,5_YEARS,50,1,1,#9B7653,|||,Rammed earth at plinth level. Stabilized with 6% cement. Needs DPC above and below. Auroville technique.
248,AB Switch and Main Distribution Panel (EB),ELECTRICAL,Distribution Panel,Electricity board main connection panel,per_piece,3000,5000,4000,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SPECIALIST,,,,GOOD,NONE,30,1,,,,TNEB-approved panel. 40A/63A for residential. Schneider/Havells. Install at compound wall height per EB norms.
249,Energy Meter Box (Single Phase Smart Meter),ELECTRICAL,Metering,TNEB energy metering point,per_piece,1000,2000,1500,ALL,,AVERAGE,"Hot_Humid,Hot_Dry,Composite,Warm_Humid",2,0,MANUFACTURED,MEDIUM,SPECIALIST,,,,GOOD,NONE,20,1,,,,TNEB smart meter rollout underway. Weather-proof enclosure for TN rain. Wall-mounted at accessible height.
250,"Coir Geotextile (Erosion Control, 700gsm)",SUSTAINABLE,Coir Geotextile,Slope erosion control and landscaping,sqm,50,90,70,"Thanjavur,Tirunelveli,Kanniyakumari,Nilgiris",,AVERAGE,"Hot_Humid,Warm_Humid",5,1,LOCALLY_SOURCED,VERY_LOW,UNSKILLED,10,,,GOOD,ANNUAL,5,1,,,,Biodegradable erosion control. TN coir board promotes. For Nilgiris slope stabilization and garden terracing.
