principle_id,principle_name,category,description,application_condition,plot_area_min_sqm,plot_area_max_sqm,climate_zones,applicable_rooms,wall_thickness_mm,cost_saving_pct,material_saving_pct,thermal_benefit,implementation_detail,nbc_compliant,tncdbr_compliant,tn_districts_applicable,reference_source,drawing_impact
98,Stepped Terrain Adaptive Linear Extension,SPATIAL_PLANNING,Adapts elongated form to sloping topography by stepping building sections along contours. Minimizes cut-and-fill while creating split-level internal spaces maximizing Tamil Nadu hillside site potential.,"plot_area > 600 AND climate_zone IN ('tropical', 'semi_arid') AND floors <= 3 AND slope > 15_degrees AND budget_level >= 'medium' AND soil_type IN ('rocky', 'laterite')",42.6,814.5,"Hot_Humid, Hot_Dry, Composite","living_room, dining, prayer_room",,21.1,32.4,LOW,Align building length parallel to contour lines. Create 3-4 step levels (1.2m each) responding to slope. Build stone retaining walls following natural topography. Integrate step-farming for terraced landscaping.,1,1,ALL,COSTFORD Field Guide 1994,Contour maps integrated with site plans; multiple section views at different building lengths showing step progression; 3D axonometric drawings emphasize stepped volumetric composition.
99,Permeable Boundary Linear Separation Method,SPATIAL_PLANNING,Elongates building form parallel to plot boundary with permeable lattice walls (jali) creating visual extension of interior space. Enhances perceived plot size while maintaining privacy in dense Tamil Nadu neighborhoods.,"plot_area BETWEEN 300 AND 700 AND climate_zone = 'tropical' AND floors IN (1, 2) AND budget_level IN ('low', 'medium') AND soil_type IN ('red_soil', 'black_soil')",119.6,,"Hot_Dry, Composite","kitchen, wash_area, courtyard, balcony, verandah",300,21.8,14.6,MEDIUM,Position elongated building 2m from boundary with continuous jali screen. Screen panels (400x400mm diamonds) in wood or prefab concrete. Allows air circulation and partial visibility. Install maintenance access walkway behind screen.,1,1,"Tiruvarur, Ramanathapuram, Tenkasi, Perambalur, Nagapattinam",HUDCO Technical Bulletin 1995,Plan details feature detailed jali patterns at boundaries; elevation drawings showcase screen facade composition; close-up details illustrate wood/concrete lattice specifications and fixing methods.
100,Longitudinal Service Core Efficiency Approach,SPATIAL_PLANNING,"Concentrates all plumbing, electrical, and waste services along one linear spine within elongated building form. Reduces piping runs and construction complexity while enabling future retrofitting in Tamil Nadu existing structures.","plot_area > 500 AND climate_zone IN ('tropical', 'semi_arid') AND floors IN (1, 2, 3) AND budget_level IN ('medium', 'high') AND soil_type IN ('red_soil', 'alluvial', 'black_soil')",,,Hot_Humid,"entrance, wash_area, dining",200,6.1,25.4,NONE,"Design central 1.2m service corridor running full building length. House water tanks, electrical panels, waste stacks within core. Create access panels every 3m for maintenance. Use prefab utility boxes for standardized connections.",1,1,"Karur, Theni, Tirunelveli, Madurai",BMTPC Guidelines 2001,Plans highlight service core as prominent line element; detailed service routing diagrams included; section views emphasize vertical stacking of utilities; MEP drawings simplified with centralized coordination.
101,Central Ventilation Node Design,SPATIAL_PLANNING,"Positioned central courtyard functioning as primary air circulation hub, leveraging thermal mass and natural convection currents to regulate indoor microclimate. Reduces mechanical cooling dependency by 35-40% through strategic opening orientation aligned with prevailing monsoon wind patterns in Tamil Nadu.","plot_area >= 150 AND climate_zone = 'tropical_humid' AND floors <= 3 AND budget_level IN ('medium', 'high') AND soil_type IN ('black_soil', 'laterite')",,1518.1,"Hot_Humid, Hot_Dry, Warm_Humid","prayer_room, bathroom, balcony, store_room, living_room",,5.2,37.1,LOW,Courtyard dimensions 6m x 8m minimum; construct raised brick edges (0.6m height) with lime-mortar joints for capillary action control. Install perforated drainage around perimeter; use terracotta tiles for temperature modulation and water retention.,1,1,"Sivaganga, Tirunelveli, Erode, Pudukkottai, Dindigul, Nagapattinam, Salem, Kanchipuram",COSTFORD Workshop Notes 1988,Plan views show concentric courtyard with radial ventilation arrows; section drawings highlight thermal stratification zones with temperature gradients; elevation reveals clerestory windows positioned above courtyard edges for cross-ventilation paths.
102,Water Harvesting Court Integration,SPATIAL_PLANNING,"Courtyard designed with integrated rainwater collection system capturing monsoon runoff directly into ground-level channels. Incorporates permeable flooring to facilitate infiltration, replenishing groundwater aquifers while reducing external drainage burden by 60-70% in medium-density settlements.","plot_area >= 120 AND climate_zone IN ('tropical_humid', 'tropical_dry') AND floors <= 4 AND budget_level >= 'medium' AND soil_type NOT IN ('clay_highly_compressible')",165.1,349.3,"Hot_Humid, Hot_Dry","bedroom, courtyard, wash_area, balcony, verandah",,10,36,NONE,Construct 200-250mm sloped courtyard floor toward central sump; line channels with 150mm stone chips and coarse sand filter layers. Install check dams at 3m intervals; use recycled brick aggregate (300mm depth) as permeable base ensuring 25-30mm/hour infiltration rate.,1,1,"Tenkasi, Tiruvarur, Dharmapuri, Tirunelveli, Sivaganga",COSTFORD Field Guide 1994,Plan shows radial channel network converging to central sump with depth annotations; section illustrates three-layer filtration system; contour drawings indicate 2-3% slope gradient; detail drawings specify stone filter specifications and overflow provisions.
103,Thermal Mass Courtyard Buffer,SPATIAL_PLANNING,"Courtyard walls constructed with high thermal mass materials (laterite blocks, exposed brick) to absorb daytime heat and radiate at night, stabilizing indoor temperature fluctuations. Reduces peak indoor temperature swing by 4-6°C compared to conventional open courtyards in Tamil Nadu climate.","plot_area >= 100 AND climate_zone = 'tropical_dry' AND floors IN (2, 3) AND budget_level IN ('low', 'medium') AND soil_type = 'laterite'",,1089.1,Hot_Dry,"utility, balcony, kitchen",,10.8,39.7,LOW,Use 300mm thick laterite block walls with external lime plaster finish; maintain 500mm exposed thermal mass on courtyard face. Paint with lime-based whitewash (reflectivity 0.65-0.75) to enhance day-night cycling; ensure 2-3m clear courtyard width for radiant exchange.,1,1,"Virudhunagar, Cuddalore, Krishnagiri, Kanchipuram",BMTPC Guidelines 2001,Elevations show material layering with 300mm lateral block dimensions clearly marked; sections highlight thermal mass positioning relative to occupied spaces; detail callouts specify reflectance values and material thickness; thermal gradient visualization in isometric views.
104,Seasonal Shading Court Arrangement,SPATIAL_PLANNING,"Courtyard vegetation and pergola system designed to provide 70-85% summer shading (May-September) while allowing 40-50% solar penetration during winter months. Native Tamil Nadu trees (neem, tamarind) reduce surface temperature 5-7°C and improve microclimate moisture by 15-20%.","plot_area >= 150 AND climate_zone = 'tropical_humid' AND floors <= 3 AND budget_level IN ('medium', 'high') AND soil_type IN ('black_soil', 'red_soil')",137,1786.2,Hot_Dry,"kitchen, utility, courtyard, wash_area, living_room",,32.5,30.4,MEDIUM,Plant 4-5 deciduous trees (3-4m height at maturity) at courtyard corners; construct bamboo/timber pergola with 60cm x 60cm grid spacing. Space trees 2.5-3m apart; use creeping vines on pergola achieving seasonal penetration angles matching 45°(summer) to 65°(winter) solar altitude.,1,1,ALL,CBRI Technical Note 1992,Plan drawings show tree placement with crown extent circles (dotted summer/solid winter); sun path diagrams overlaid showing seasonal shadow patterns; sections demonstrate seasonal solar altitude angles with shaded zones highlighted; elevations include planting schedule with mature heights.
105,Cross-Cultural Courtyard Typology,SPATIAL_PLANNING,"Courtyard design synthesizing Tamil Nadu vernacular (three-sided openings) with contemporary requirements, featuring asymmetrical layout with living spaces on north-east, services on south-west. Maximizes functional flexibility while maintaining traditional spatial hierarchy and cultural significance patterns.","plot_area >= 140 AND climate_zone IN ('tropical_humid', 'tropical_dry') AND floors IN (2, 3) AND budget_level IN ('medium', 'high') AND soil_type NOT NULL",195.2,932.9,"Hot_Dry, Hot_Humid","pooja_room, verandah, balcony, courtyard, bedroom",,18.8,34.4,NONE,Allocate 45-55% of courtyard opening toward habitable zones; position service areas with 0.8-1m setback from courtyard. Construct stepped elevation changes (150-200mm) creating hierarchy; use colonnade elements (400mm x 400mm pillars) at 2.5m intervals defining spatial zones without full enclosure.,1,1,ALL,CBRI Technical Note 1992,Plans emphasize hierarchy through line weight variation and spatial annotation; section drawings show level changes and colonnade rhythm; perspective sketches illustrate spatial flow and cultural spatial sequences; detail plans highlight transition zones between courtyard and habitable space.
106,Evaporative Cooling Court System,SPATIAL_PLANNING,"Courtyard incorporating water features (2-3 shallow pools/channels) and permeable ground surfaces facilitating evaporative cooling. Reduces surrounding ambient temperature by 2-4°C through continuous evaporation process, particularly effective during dry season (April-May) in Tamil Nadu.","plot_area >= 130 AND climate_zone = 'tropical_dry' AND floors <= 3 AND budget_level >= 'medium' AND soil_type IN ('black_soil', 'laterite', 'red_soil')",118,702.6,"Warm_Humid, Hot_Humid, Composite","prayer_room, wash_area, dining",230,9.5,6.5,MEDIUM,Design shallow pools (150-200mm depth) covering 30-40% courtyard area with 50mm brick edge coping. Construct 50mm porous paving around pools using terracotta tiles on sand bed; install underground collection tank (8-10 cubic meters) with manual circulation pump for continuous water recirculation.,1,0,"Tirunelveli, Thanjavur, Nagapattinam",Laurie Baker Centre 2010,Plans show pool geometry with 1:50 contour lines and water surface elevation callouts; cross-sections illustrate pool depth and porous paving layers; detail drawings specify edge treatment and drainage provisions; isometric views emphasize water circulation pathways and evaporative zone coverage.
107,Night Sky Access Courtyard Planning,SPATIAL_PLANNING,Courtyard designed with minimal overhead obstructions ensuring unobstructed sky view for natural night cooling and psychological well-being. Maintains sky view factor >0.4 from courtyard center; aligns with Tamil Nadu climate passive cooling requirements and traditional night sky significance.,"plot_area >= 110 AND climate_zone IN ('tropical_humid', 'tropical_dry') AND floors <= 3 AND budget_level >= 'low' AND soil_type NOT NULL",,,"Composite, Hot_Dry, Warm_Humid","verandah, utility, wash_area",,35,38.2,NONE,Ensure courtyard width-to-height ratio minimum 1.5:1; position parapet walls maximum 1.2m above habitable space roof level. Avoid pergola coverage exceeding 40%; maintain clear vertical sightlines from courtyard center to zenith with no structural elements projecting >15° from horizontal within 90° cone.,1,1,ALL,Auroville Earth Institute 2005,Plan views include sky view factor calculation annotations with color-coded coverage zones; elevation sections show angle measurements from courtyard center to parapet edges; 3D visualization renders demonstrate zenith visibility; shadow analysis diagrams indicate obstruction percentages throughout day/night cycle.
108,Privacy Graduated Courtyard Layers,SPATIAL_PLANNING,"Courtyard layered design with graduated privacy levels from street-facing (semi-public) through semi-private (family) to private (sleeping areas). Uses strategic landscaping, screen walls, and spatial zoning reducing external visibility by 85-90% while maintaining internal spatial continuity.","plot_area >= 140 AND climate_zone IN ('tropical_humid', 'tropical_dry') AND floors IN (2, 3, 4) AND budget_level IN ('medium', 'high') AND soil_type NOT NULL",77,,"Hot_Humid, Hot_Dry","verandah, kitchen, terrace, pooja_room",200,4.1,20.5,NONE,Construct 1.2m high decorative screen walls (jali pattern/brick lattice) as graduated barriers; position 2-3 distinct zones at 300-400mm height variations. Create visual breaks using 0.6m high hedges (jasmine/bougainvillea) along transitional edges; maintain sight lines >1.5m height for cross-ventilation preservation.,1,1,"Cuddalore, Namakkal, Karur, Nilgiris, Thoothukudi",Laurie Baker Centre 2010,"Plans illustrate privacy zones through line patterns (dotted semi-private, dashed private); sections show sight-line analysis with 1.5m reference lines; elevation drawings depict screen heights and decorative patterns; axonometric views demonstrate graduated privacy transitions and visual blocking effectiveness."
109,Occupation Density Responsive Courtyard,SPATIAL_PLANNING,"Courtyard dimensions and spatial programming designed for variable household sizes (4-8 persons) and extended family configurations common in Tamil Nadu. Flexible surface zones enable multipurpose activities (drying, recreation, gatherings) accommodating density variations without physical modification.","plot_area >= 120 AND climate_zone NOT NULL AND floors IN (2, 3) AND budget_level IN ('low', 'medium') AND soil_type NOT NULL",,1688.2,Warm_Humid,"store_room, courtyard, utility, balcony",,26.4,27.4,HIGH,"Design courtyard minimum 8m x 10m with 50% hardscape and 50% flexible zones; construct modular 1m x 1m grid marked on ground using brick/tile inlay patterns. Provide 6-8 movable elements (seating, washing stands); install 4-6 hanging lines (2m height) for seasonal cloth drying without permanent fixture impact.",1,1,ALL,"Baker 1983, Rural Housing Manual",Plans show modular grid overlay with dimension annotations; multiple scenario layouts (occupation density configurations) presented in separate plan views; section drawings demonstrate multipurpose arrangement possibilities; detail schedules specify modular element dimensions and placement flexibility.
110,Foundation Stabilization Courtyard Method,SPATIAL_PLANNING,"Courtyard serves dual function as foundation moisture regulation zone, maintaining consistent soil moisture preventing differential settlement in black soil regions. Reduces foundation crack incidents by 70-80% through controlled water percolation and capillary rise management.","plot_area >= 150 AND climate_zone = 'tropical_humid' AND floors IN (2, 3) AND budget_level >= 'medium' AND soil_type = 'black_soil'",183.4,,Hot_Humid,"bedroom, garage, verandah",300,32.2,4.6,LOW,Construct French drain system (300mm depth) around courtyard perimeter using 75mm PVC pipe surrounded by 150mm gravel layer. Install 250mm thick permeable courtyard base (brick chips/coarse sand); maintain 200mm clear distance from foundation; ensure 150mm annual moisture variation control.,1,1,ALL,Benny Kuriakose 2003,Foundation plan shows French drain routing with pipe sizes and invert level callouts; sections illustrate moisture control layers with infiltration rates specified; cross-sections demonstrate capillary barrier design; utility plan overlay shows drainage system relationship to structure; detail drawings specify pipe gradients (1:200 minimum).
111,Microclimate Monitoring Court Design,SPATIAL_PLANNING,"Courtyard incorporated as passive monitoring zone for microclimate parameters (temperature, humidity, air movement) informing occupant behavior and maintenance decisions. Sensor-friendly design allowing non-invasive thermal/humidity monitoring for adaptive management during monsoon and dry seasons.","plot_area >= 130 AND climate_zone IN ('tropical_humid', 'tropical_dry') AND floors <= 3 AND budget_level IN ('medium', 'high') AND soil_type NOT NULL",,1858.1,"Composite, Hot_Humid, Warm_Humid","prayer_room, staircase, kitchen, corridor",300,23.8,29.9,MEDIUM,Designate 1-2m² courtyard zones (shaded and exposed) for instrument installation; create conduit pathways (50mm PVC pipes) from courtyard to data recording station; design clear zones (2m radius circles) around measurement points free of obstruction; use timber posts for non-invasive sensor mounting.,1,1,"Madurai, Villupuram, Vellore",Laurie Baker Centre 2010,Plans annotate instrument locations with measurement zone circles and conduit routes; elevation details show sensor mounting heights and cable routing; electrical single-line diagrams integrated showing data transmission pathways; site plans indicate monitoring zones with clear sightline diagrams.
112,Vernacular Construction Courtyard Integration,SPATIAL_PLANNING,"Courtyard design directly incorporating traditional Tamil Nadu construction methods (lime mortar, sun-dried bricks, timber pergolas) maintaining cultural continuity while achieving contemporary performance standards. Preserves construction knowledge systems while reducing embodied carbon by 45-55% compared to conventional methods.","plot_area >= 140 AND climate_zone IN ('tropical_humid', 'tropical_dry') AND floors <= 3 AND budget_level IN ('low', 'medium') AND soil_type NOT NULL",187.5,774,Warm_Humid,"kitchen, verandah, prayer_room, utility",300,18.9,26.8,MEDIUM,Use locally-produced sun-dried bricks (250mm x 120mm x 75mm) for courtyard boundary walls with lime-surkhi mortar (1:3 ratio); construct 150mm thick walls with 50mm lime plaster finish. Source timber from certified suppliers for pergola structure; employ traditional joinery methods (mortise-tenon) requiring 4-6 mm tolerances.,0,1,"Dharmapuri, Tirunelveli, Salem",Kerala State Housing Board 1990,Construction details specify brick dimensions and mortar joint widths (12-15mm); section drawings show traditional layering techniques; detail callouts reference vernacular construction specifications; material schedules specify local sourcing sources; hand-drawn sketches complement technical drawings emphasizing traditional aesthetic qualities.
113,Thermally Responsive Deep Verandah Design,THERMAL_COMFORT,"Extended horizontal overhang with variable depth cross-ventilation channels integrated into the verandah structure, reducing external wall heat absorption by 35-45% in high-temperature climate zones while maintaining natural light penetration during monsoon seasons.","plot_area >= 200 AND climate_zone IN ('tropical_humid', 'tropical_dry') AND floors <= 3 AND budget_level >= 'moderate'",185.4,,"Composite, Hot_Humid, Hot_Dry","corridor, courtyard, bedroom, terrace",200,24.7,39.4,NONE,Construct adjustable louver slats at 15° angle with 300mm spacing along verandah depth; integrate 150mm air gap between outer louvers and inner wall surface; use terracotta tiles for solar heat dissipation on horizontal surfaces.,1,1,ALL,BMTPC Guidelines 2001,Plan view shows grid of louver elements overlaid on verandah footprint; section reveals layered air cavity construction; elevation emphasizes depth variation marking seasonal sun penetration lines.
114,Rain Screen Verandah with Drainage Integration,THERMAL_COMFORT,"Deep verandah featuring embedded drainage channels and permeable surfaces designed specifically for monsoon-heavy Tamil Nadu regions, preventing water ingress while creating secondary evaporative cooling surfaces during high-humidity periods.","plot_area >= 250 AND climate_zone = 'tropical_humid' AND soil_type IN ('clayey', 'black_soil') AND budget_level >= 'moderate'",197.9,865.9,"Hot_Humid, Warm_Humid, Hot_Dry","balcony, utility, pooja_room, kitchen, garage",,30,4.4,LOW,Install perforated metal grating at verandah surface with underlying 200mm gravel-sand drainage layer sloping toward perimeter channels; connect to French drain system; incorporate brick pavers with open joints for surface evaporation.,1,1,"Villupuram, Tiruvarur, Nilgiris, Tiruchirappalli, Ramanathapuram, Coimbatore, Pudukkottai, Tiruvannamalai",Kerala State Housing Board 1990,Plan includes detailed drainage network lines; section shows subsurface drainage layers with hatching; drainage invert elevations marked with dimension callouts and slope indicators.
115,Bioclimatic Graduated Depth Verandah System,THERMAL_COMFORT,"Variable-depth verandah transitioning from shallow entry zones to deep shaded zones, optimizing seasonal solar control through graduated overhang geometry calculated using solar angle data for specific Tamil Nadu latitudes between 8°N-13°N.","plot_area >= 180 AND climate_zone IN ('tropical_dry', 'semi_arid') AND floors IN (1, 2) AND budget_level IN ('moderate', 'premium')",198.9,,Composite,"garage, bedroom, living_room, verandah, staircase",230,21.1,13.2,HIGH,"Establish depth gradient: 1.2m at entry, 2.5m at living zones, 1.8m at rear; calculate using summer/winter solar angles; use exposed RCC beams with varied cantilever lengths; finish with timber or GRC screens for diffused light.",1,1,ALL,Laurie Baker Centre 2010,Plan shows progressive depth zones with dimension callouts at different sections; multiple section cuts display cantilever variation; solar path diagrams overlay on elevation showing overhang adequacy for different seasons.
116,Permeable Verandah with Local Material Infill,THERMAL_COMFORT,"Deep verandah constructed using locally-sourced Tamil Nadu stone, laterite blocks, and timber elements with open-joint joinery enabling air circulation while reducing embodied carbon by 60% compared to concrete construction methods.","plot_area >= 150 AND climate_zone IN ('tropical_humid', 'tropical_dry') AND budget_level IN ('economy', 'moderate') AND soil_type NOT IN ('expansive_clay')",56.5,,Hot_Dry,"entrance, bathroom, terrace, verandah",230,21.8,20.8,HIGH,Use 300mm laterite stone walls at verandah columns; lay local granite or limestone pavers with 20mm open joints; employ timber trusses for overhead structure; finish with natural lime mortar and whitewash for reflectivity.,1,1,"Vellore, Pudukkottai, Perambalur, Theni",BMTPC Guidelines 2001,"Plan delineates material zones with distinct hatch patterns for stone, laterite, and timber; material specifications listed in detail schedules; section details show open-joint construction at 1:20 scale with mortar thickness callouts."
117,Cross-Ventilated Stack Effect Verandah,THERMAL_COMFORT,"Deep verandah designed as wind-tunnel element with inlet/outlet apertures positioned to induce natural stack ventilation through interior spaces, achieving 40-50% reduction in daily temperature swings without mechanical cooling in dry seasons.","plot_area >= 200 AND climate_zone = 'tropical_dry' AND floors <= 2 AND prevailing_wind_direction IN ('E', 'NE', 'SW') AND budget_level >= 'moderate'",,,"Hot_Dry, Composite","courtyard, living_room, wash_area",230,11.9,37.3,LOW,Position deep verandah opening on prevailing wind side with 60% free area; connect interior via cross-ventilation ducts; stagger outlet at leeward elevation; size openings using CFM calculations (target 4-6 air changes/hour).,1,1,ALL,Benny Kuriakose 2003,Plan includes wind flow arrows and open area percentages; ventilation duct paths shown as dashed lines; section displays inlet/outlet positioning with velocity calculations; arrow diagrams indicate pressure differentials.
118,Stepped Planter Verandah for Evaporative Cooling,THERMAL_COMFORT,"Deep verandah integrating cascading planter beds at gradient levels enabling capillary water movement and evapotranspiration, reducing micro-climate temperatures by 3-5°C while providing organic waste management and urban agriculture integration.","plot_area >= 300 AND climate_zone IN ('tropical_humid', 'tropical_dry') AND floors <= 2 AND budget_level >= 'moderate' AND soil_type NOT IN ('poor_drainage')",139.3,,Hot_Humid,"prayer_room, store_room",230,26.7,6.3,HIGH,"Design 4-5 planter tiers at 300mm height increments; line with waterproof membrane and perforated pipe for drip irrigation; fill with rich soil mix (30% coconut coir, 40% garden soil, 30% sand); cultivate suitable Tamil Nadu vegetation.",1,1,"Tenkasi, Coimbatore, Perambalur, Tiruchirappalli, Cuddalore, Villupuram","Baker 1983, Rural Housing Manual",Plan illustrates planter arrangement with drainage lines shown as dashed patterns; section reveals stepped profile with soil layer details and irrigation pipe routing; planting schedule table specifies species tolerances.
119,Thermal Mass Buffer Verandah Shell,THERMAL_COMFORT,"Verandah featuring high-capacity thermal mass walls (400mm brick or stone) functioning as thermal buffer absorbing daytime heat, then releasing stored energy gradually during cooler night hours, stabilizing interior temperatures 2-3°C above ambient.","plot_area >= 220 AND climate_zone = 'tropical_dry' AND floors IN (1, 2) AND budget_level >= 'moderate' AND soil_bearing_capacity >= '150kPa'",84.8,,"Composite, Hot_Dry","balcony, dining, terrace",300,33.3,2.7,LOW,Construct double-leaf brick walls (400mm total) in verandah envelope with 50mm air gap; use lime mortar (1:3 ratio) for permeability; paint with lime-based wash for high albedo; ensure thermal connectivity to adjacent spaces.,1,1,ALL,COSTFORD Workshop Notes 1988,Plan shows wall thickness variations with dimensions; section details brick/mortar composition at 1:10 scale with color coding; thermal conductivity values annotated; temperature graphs overlay on section showing diurnal variation curves.
120,Modular Shading Device Verandah System,THERMAL_COMFORT,"Deep verandah incorporating removable/adjustable modular screens using bamboo laths, timber slats, or woven jute elements allowing seasonal reconfiguration for maximum sun access in winter and complete shade in summer monsoon periods.","plot_area >= 180 AND climate_zone IN ('tropical_humid', 'tropical_dry', 'semi_arid') AND floors <= 3 AND budget_level >= 'moderate'",176.1,1210.4,"Hot_Humid, Warm_Humid","pooja_room, entrance, corridor, bathroom, garage",200,5.8,25.6,LOW,Design verandah with modular aluminium or timber frame system; create interchangeable screen modules (1.2m x 1.2m) with variable slat density (40%-70% openings); anchor to structural grid points; include storage provision.,1,1,"Cuddalore, Tiruvannamalai, Sivaganga, Ramanathapuram, Krishnagiri, Salem, Nilgiris",Benny Kuriakose 2003,Plan shows module grid overlay with dimension callouts; elevation displays multiple shading configurations for different seasons; detail sections at 1:5 scale show frame connection systems and module articulation mechanisms.
121,Rainwater Harvesting Verandah with Recharge,THERMAL_COMFORT,"Deep verandah integrating sloped surfaces and collection systems channeling monsoon precipitation to underground recharge structures, enabling 45,000-60,000 liters annual harvest for households on 200-300 sqm plots in Tamil Nadu climate.",plot_area >= 200 AND climate_zone = 'tropical_humid' AND annual_rainfall >= '700mm' AND soil_type NOT IN ('impermeable') AND budget_level >= 'moderate',,1845.2,"Hot_Humid, Composite","verandah, entrance, utility, balcony",230,23.5,34.7,NONE,"Design verandah roof at 5-7% slope toward collection gutters; route to 500-litre first-flush separator, then to underground bore-recharge system; include filter tank (300 litres) with sand-gravel media (600mm depth); connect to storage sump.",0,1,"Dindigul, Ariyalur, Tiruvannamalai, Salem, Nagapattinam, Pudukkottai, Coimbatore",CBRI Technical Note 1992,"Plan shows gutter routing and underground tank locations with center lines; isometric view illustrates water flow path; section details tank depth, filter composition, and outlet arrangements; plumbing diagram shows valve/pipe connections."
122,Vernacular Jaali-Pattern Deep Verandah,THERMAL_COMFORT,"Deep verandah incorporating traditional Tamil Nadu jaali patterns (geometric lattice screens) in RCC or stone, enabling ambient light penetration while reducing solar heat gain by 50%, maintaining cultural architectural continuity and aesthetic harmony.","plot_area >= 150 AND climate_zone IN ('tropical_humid', 'tropical_dry') AND floors <= 2 AND budget_level IN ('moderate', 'premium') AND architectural_style = 'vernacular'",75.8,665.5,"Hot_Dry, Hot_Humid","courtyard, dining, bedroom, pooja_room",200,28.2,29.3,NONE,Fabricate jaali screens using cast stone or RCC with traditional diamond/square grid patterns (50mm-80mm openings); position 600-900mm from external wall surface; support on pilasters at 2.5m intervals; finish with lime wash or natural stain.,1,1,ALL,HUDCO Technical Bulletin 1995,Plan shows jaali geometry with precise dimension grid references; elevation displays jaali patterns at full scale or 1:5 detail views; section reveals depth positioning and pilaster spacing; ornamental detail drawings at 1:2 scale show pattern geometry.
123,Asymmetric Window Vertical Staggering,VENTILATION,Windows positioned at varying heights along the vertical axis to enhance cross-ventilation patterns and reduce solar glare penetration. Creates thermal mass layering by breaking continuous glazing surfaces into offset sections.,plot_area > 100 AND climate_zone = 'tropical' AND floors <= 3 AND budget_level >= 'medium',70.8,452.9,Composite,"verandah, utility, store_room, dining, living_room",230,19.6,19.4,NONE,"Windows staggered in 45cm vertical increments. Ground floor windows positioned 60cm above floor level, first floor at 90cm, creating air pockets that reduce heat transmission through wall cavities.",1,1,ALL,"Baker 1983, Rural Housing Manual",Elevation drawings show stepped window profiles instead of aligned grids. Section details reveal offset mullion lines and varied sill heights creating visual rhythm.
124,Diagonal Offset Fenestration Pattern,VENTILATION,Windows arranged diagonally across facade faces to optimize breeze capture from multiple directions. Breaks visual monotony while creating micro-pressure zones that enhance natural air circulation through building interiors.,"plot_area >= 150 AND climate_zone IN ('tropical', 'subtropical') AND floors >= 2 AND budget_level IN ('medium', 'high')",141.3,,"Hot_Dry, Composite","courtyard, bedroom, pooja_room, entrance, terrace",300,31.4,25.8,LOW,Implement 30-degree diagonal offset between adjacent window openings. Use triangular bracing within wall cavities. Distance between diagonal windows should be 1.2-1.5m horizontally and vertically combined.,1,1,"Nilgiris, Madurai, Dharmapuri, Namakkal, Thoothukudi, Virudhunagar",Benny Kuriakose 2003,Plan views display non-orthogonal window placement requiring auxiliary diagonal reference lines. Elevation drawings transform into diamond-lattice patterns with complex shadow representations.
125,Alternating Depth Facade Fenestration,VENTILATION,"Windows recessed at alternating depths into wall mass, creating thermal buffers and light-scattering surfaces. Depth variation from 15cm to 45cm disrupts direct solar radiation while maintaining visual continuity.","plot_area > 80 AND climate_zone = 'tropical' AND soil_type IN ('laterite', 'black_soil') AND budget_level >= 'medium'",69.4,612.5,"Composite, Hot_Dry","dining, entrance, living_room",300,6,8.7,NONE,Alternate window recession between 15cm (shaded side) and 45cm (sun-exposed side). Install wooden baffle screens within recesses. Create 20cm minimum cavity for thermal retention and moisture management.,1,1,"Madurai, Perambalur, Dharmapuri, Thoothukudi, Nilgiris",COSTFORD Field Guide 1994,"Section drawings require multiple depth indicators and cross-hatching patterns. Elevation shows window reveals with varying shadow depths, creating 3D perception through line weight variation."
126,Rotational Window Module Arrangement,VENTILATION,"Individual window modules rotated at varying angles (0°, 15°, 30°, 45°) to capture directional breezes and scatter solar rays across facade surfaces. Creates kaleidoscopic visual effect while optimizing ventilation paths.","plot_area >= 120 AND climate_zone = 'tropical' AND floors <= 4 AND budget_level IN ('medium', 'high') AND soil_type != 'sandy'",,,"Warm_Humid, Hot_Dry, Hot_Humid","entrance, courtyard, garage, pooja_room, balcony",300,15.5,15.3,LOW,"Fabricate hinged window frames rotatable 45-degrees maximum. Install mechanical stops at 0°, 15°, 30°, 45° positions. Each rotation requires 5cm frame thickness adjustment and re-calculation of shading coefficients.",1,1,"Perambalur, Sivaganga, Nilgiris, Dharmapuri, Ariyalur, Pudukkottai",COSTFORD Field Guide 1994,Multiple window elevations shown per facade face indicating different rotation angles. Plan views require rotational angle annotations. Isometric views become essential to represent module orientations.
127,Horizontal Band Interrupted Fenestration,VENTILATION,"Continuous horizontal window bands interrupted by solid wall sections of 1-2m width, creating thermal mass zones and ventilation turbulence. Reduces thermal gain while maintaining visual connection with exterior.",plot_area > 100 AND climate_zone = 'tropical' AND floors >= 2 AND budget_level >= 'medium' AND plot_area <= 500,187.4,956.2,Composite,"balcony, garage",200,29.7,22.8,MEDIUM,Install 2.5m window bands interrupted by 1.2m solid wall segments. Place thermal mass insulation (300mm rammed earth) within interruption zones. Offset bands by 60cm between floor levels for air pocket creation.,0,0,ALL,COSTFORD Workshop Notes 1988,Elevation drawings show dashed or dotted lines indicating interrupted bands. Section details reveal cumulative thermal mass layers. Plan views display offset band positions creating stepped appearance.
