record_id,district,climate_zone,avg_temp_summer_c,avg_temp_winter_c,avg_temp_annual_c,max_temp_c,min_temp_c,annual_rainfall_mm,monsoon_months,relative_humidity_summer_pct,relative_humidity_winter_pct,prevailing_wind_direction,prevailing_wind_speed_kmh,solar_radiation_kwh_m2_day,latitude_degrees,longitude_degrees,ecbc_climate_zone,optimal_plot_facing,window_north_score,window_south_score,window_east_score,window_west_score,recommended_overhang_depth_m,wall_thickness_recommendation_mm,roof_type_recommendation,cross_ventilation_priority,courtyard_benefit,passive_strategy_1,passive_strategy_2,passive_strategy_3,window_to_wall_ratio_recommended,floor_plan_orientation_rule,imd_reference
139,Chengalpattu,Hot_Humid,33.4,24.9,29.6,41.4,18,1247,"Oct,Nov,Dec",74.2,68.3,W,12.1,5.04,12.7006,79.9719,Warm-Humid,N-NE,0.88,0.79,0.64,0.31,0.98,200,Pitched concrete roof with reflective cool coating,CRITICAL,LOW,Wind-catcher tower integrated into stairwell for passive ventilation,Extended eaves (900mm+) on all sides for rain protection,Light-colored lime-wash exterior walls to reduce solar heat gain,0.31,Long axis E-W; sleeping zones on N-NE for prevailing wind; kitchen on SE with dedicated exhaust shaft; living spaces open to N courtyard; service core acts as thermal barrier on W,Chengalpattu
140,Chengalpattu,Hot_Humid,33.5,25,29.3,41.6,18.2,1152,"Oct,Nov,Dec",75.6,67.6,S,13.7,5.17,12.7138,79.98,Warm-Humid,N-NW,0.84,0.71,0.62,0.4,1.02,230,RCC slab with secondary sloped tile roof and ventilated gap,HIGH,MEDIUM,Jaali screen walls for filtered ventilation and privacy,Green roof with drought-resistant species for insulation,Operable clerestory windows for night-flush ventilation,0.3,Orient E-W; bedrooms clustered on N for maximum ventilation; kitchen isolated on SE corner with high-level exhaust; W-facing wall minimized or buffered by storage and utility rooms,Chengalpattu
141,Thiruvallur,Hot_Humid,34.3,25.2,30,43.4,18.3,1207,"Oct,Nov,Dec",72.2,66.6,SW,13.7,5.27,13.1536,79.8878,Warm-Humid,N,0.9,0.74,0.64,0.42,0.94,200,Mangalore tile over ventilated RCC slab,CRITICAL,MEDIUM,Maximize cross-ventilation with large openings on windward walls,Elevated plinth with ventilated crawl space to reduce ground moisture,Reflective cool roof coating with radiant barrier,0.25,Orient long axis E-W; place bedrooms on N side for cool breeze; locate kitchen in SE corner with exhaust vent; living room facing NE for morning light and ventilation,Thiruvallur
142,Thiruvallur,Hot_Humid,34.2,25.1,30.1,43.3,18.2,1220,"Oct,Nov,Dec",73.2,65.9,NW,11.9,5.29,13.1363,79.9141,Warm-Humid,NE,0.88,0.83,0.57,0.37,0.75,230,Sloped metal roof with radiant barrier and air gap,CRITICAL,LOW,Double-height living spaces for stack-effect ventilation,Deep verandah on S and W facades for rain and sun protection,Permeable compound wall to allow breeze penetration,0.3,"Orient long axis E-W; bedrooms on N with operable windows; wet areas (kitchen, bath) on S side with stack ventilation; open-plan living area connecting N and S for cross-ventilation",Thiruvallur
143,Thiruvallur,Hot_Humid,34.3,25.2,29.6,43.5,18.4,1132,"Oct,Nov,Dec",74,67.8,SW,14.1,5.29,13.1321,79.8953,Warm-Humid,NW,0.94,0.68,0.64,0.38,0.77,250,Filler slab with clay tile overlay,HIGH,MEDIUM,Louvered ventilation panels above windows for continuous airflow,Lightweight insulated roof with ventilated air gap,Landscape buffer with deciduous trees on W side for shade,0.34,E-W elongated plan; master bedroom NE corner for sea breeze; service rooms buffering W wall; staircase on S as thermal buffer; balcony on N for outdoor sleeping,Thiruvallur
144,Thiruvallur,Hot_Humid,33.9,24.9,29.1,42.9,17.9,1098,"Oct,Nov,Dec",73.1,64.1,N,12,5.38,13.1255,79.8855,Warm-Humid,N-NE,0.86,0.72,0.63,0.35,0.83,200,Pitched concrete roof with reflective cool coating,CRITICAL,LOW,Wind-catcher tower integrated into stairwell for passive ventilation,Extended eaves (900mm+) on all sides for rain protection,Light-colored lime-wash exterior walls to reduce solar heat gain,0.28,Long axis E-W; sleeping zones on N-NE for prevailing wind; kitchen on SE with dedicated exhaust shaft; living spaces open to N courtyard; service core acts as thermal barrier on W,Thiruvallur
145,Thiruvarur,Hot_Humid,34.5,26.2,30.7,42.3,20.1,1256,"Oct,Nov,Dec",75.4,70,NE,10.1,5.3,10.7911,79.6319,Warm-Humid,N,0.99,0.76,0.64,0.32,0.77,200,Mangalore tile over ventilated RCC slab,CRITICAL,MEDIUM,Maximize cross-ventilation with large openings on windward walls,Elevated plinth with ventilated crawl space to reduce ground moisture,Reflective cool roof coating with radiant barrier,0.33,Orient long axis E-W; place bedrooms on N side for cool breeze; locate kitchen in SE corner with exhaust vent; living room facing NE for morning light and ventilation,Thiruvarur
146,Thiruvarur,Hot_Humid,34.4,26.1,30.7,42.1,20,1250,"Oct,Nov,Dec",77.8,70.1,NW,10.1,5.1,10.7568,79.6439,Warm-Humid,NE,0.95,0.73,0.6,0.35,0.82,230,Sloped metal roof with radiant barrier and air gap,CRITICAL,LOW,Double-height living spaces for stack-effect ventilation,Deep verandah on S and W facades for rain and sun protection,Permeable compound wall to allow breeze penetration,0.27,"Orient long axis E-W; bedrooms on N with operable windows; wet areas (kitchen, bath) on S side with stack ventilation; open-plan living area connecting N and S for cross-ventilation",Thiruvarur
147,Thiruvarur,Hot_Humid,34,25.8,29.7,41.5,19.5,1222,"Oct,Nov,Dec",76.1,70.6,S,11.6,4.95,10.7744,79.6151,Warm-Humid,NW,0.92,0.73,0.65,0.32,0.89,250,Filler slab with clay tile overlay,HIGH,MEDIUM,Louvered ventilation panels above windows for continuous airflow,Lightweight insulated roof with ventilated air gap,Landscape buffer with deciduous trees on W side for shade,0.33,E-W elongated plan; master bedroom NE corner for sea breeze; service rooms buffering W wall; staircase on S as thermal buffer; balcony on N for outdoor sleeping,Thiruvarur
148,Thiruvarur,Hot_Humid,33.8,25.6,29.8,41.2,19.3,1173,"Oct,Nov,Dec",76.2,69.6,NE,10.8,5.25,10.7918,79.6413,Warm-Humid,N-NE,0.88,0.71,0.7,0.43,1.02,200,Pitched concrete roof with reflective cool coating,CRITICAL,LOW,Wind-catcher tower integrated into stairwell for passive ventilation,Extended eaves (900mm+) on all sides for rain protection,Light-colored lime-wash exterior walls to reduce solar heat gain,0.34,Long axis E-W; sleeping zones on N-NE for prevailing wind; kitchen on SE with dedicated exhaust shaft; living spaces open to N courtyard; service core acts as thermal barrier on W,Thiruvarur
149,Mayiladuthurai,Hot_Humid,34.2,25.8,30.1,42.1,20,1281,"Oct,Nov,Dec",76.8,70.2,NE,10.4,5.1,11.1157,79.673,Warm-Humid,N,0.93,0.74,0.58,0.33,1.01,200,Mangalore tile over ventilated RCC slab,CRITICAL,MEDIUM,Maximize cross-ventilation with large openings on windward walls,Elevated plinth with ventilated crawl space to reduce ground moisture,Reflective cool roof coating with radiant barrier,0.32,Orient long axis E-W; place bedrooms on N side for cool breeze; locate kitchen in SE corner with exhaust vent; living room facing NE for morning light and ventilation,Mayiladuthurai
150,Mayiladuthurai,Hot_Humid,33.8,25.5,30.1,41.4,19.5,1217,"Oct,Nov,Dec",77.6,72.7,NE,11.3,5.16,11.099,79.6709,Warm-Humid,NE,0.9,0.65,0.58,0.38,0.91,230,Sloped metal roof with radiant barrier and air gap,CRITICAL,LOW,Double-height living spaces for stack-effect ventilation,Deep verandah on S and W facades for rain and sun protection,Permeable compound wall to allow breeze penetration,0.27,"Orient long axis E-W; bedrooms on N with operable windows; wet areas (kitchen, bath) on S side with stack ventilation; open-plan living area connecting N and S for cross-ventilation",Mayiladuthurai
151,Mayiladuthurai,Hot_Humid,33.5,25.3,29.6,41.1,19.2,1359,"Oct,Nov,Dec",75.4,70.8,NW,10.7,5.13,11.0898,79.6728,Warm-Humid,NW,0.9,0.73,0.63,0.36,0.79,250,Filler slab with clay tile overlay,HIGH,MEDIUM,Louvered ventilation panels above windows for continuous airflow,Lightweight insulated roof with ventilated air gap,Landscape buffer with deciduous trees on W side for shade,0.35,E-W elongated plan; master bedroom NE corner for sea breeze; service rooms buffering W wall; staircase on S as thermal buffer; balcony on N for outdoor sleeping,Mayiladuthurai
152,Mayiladuthurai,Hot_Humid,34.1,25.7,29.5,41.9,19.8,1255,"Oct,Nov,Dec",76.1,69.9,N,11.6,4.87,11.0978,79.6343,Warm-Humid,N-NE,0.94,0.77,0.62,0.39,0.8,200,Pitched concrete roof with reflective cool coating,CRITICAL,LOW,Wind-catcher tower integrated into stairwell for passive ventilation,Extended eaves (900mm+) on all sides for rain protection,Light-colored lime-wash exterior walls to reduce solar heat gain,0.31,Long axis E-W; sleeping zones on N-NE for prevailing wind; kitchen on SE with dedicated exhaust shaft; living spaces open to N courtyard; service core acts as thermal barrier on W,Mayiladuthurai
153,Tiruppur,Warm_Humid,31.9,23.4,28.1,39.6,15.8,683,"Jun,Sep,Oct,Nov",61.5,50.3,W,8.8,5.53,11.1287,77.3342,Warm-Humid,N,0.86,0.75,0.63,0.41,0.85,200,Mangalore tile pitched roof with open ridge ventilation,CRITICAL,MEDIUM,Large operable windows on N and S for prevailing breeze capture,Lightweight well-insulated roof to reduce radiant heat gain,Stilted or raised floor construction for under-floor ventilation,0.29,Orient long axis E-W; bedrooms on N facing prevailing wind with full-height windows; kitchen on SE with roof ventilator; living space open-plan on NE; verandah wrapping N and E for shaded outdoor use,Tiruppur
154,Tiruppur,Warm_Humid,32.3,23.8,28.3,40.3,16.4,613,"Jun,Sep,Oct,Nov",61.3,49.8,NW,9.3,5.68,11.1139,77.365,Warm-Humid,NE,0.88,0.71,0.69,0.42,0.72,230,Filler slab with double-layered country tile,HIGH,LOW,Wide overhanging eaves (750mm+) for monsoon rain protection and shading,Ventilated ridge roof design for continuous hot-air exhaust,Courtyard with dense canopy trees to create cool micro-climate,0.34,E-W plan; sleeping wing on N with operable walls for monsoon breeze; kitchen on E with high exhaust openings; living on NE; deep covered verandah on S for rain protection; service rooms buffer W,Tiruppur
155,Tiruppur,Warm_Humid,32.2,23.7,27.9,40.1,16.2,667,"Jun,Sep,Oct,Nov",61.5,51.4,N,10.1,5.67,11.1149,77.3581,Warm-Humid,NW,0.95,0.71,0.69,0.3,0.72,230,Sloped roof with bamboo-mat ceiling and ventilated attic,HIGH,LOW,Full-length louvered doors for maximum ventilation when open,Double-layered Mangalore tile roof with ventilated gap,Light-toned permeable paving around building to reduce ground reflection,0.27,Long E-W axis; bedrooms on N-NW to catch hill breeze; kitchen on E with chimney vent; central living connects to N garden; covered walkways on S; W facade screened with climber trellis,Tiruppur
156,Tiruppur,Warm_Humid,32.4,23.8,28,40.5,16.5,644,"Jun,Sep,Oct,Nov",59.8,48.9,SE,8.9,5.37,11.1044,77.3626,Warm-Humid,N-NE,0.93,0.72,0.52,0.33,0.92,200,Clay tile roof on timber truss with ceiling insulation,CRITICAL,MEDIUM,High ceiling (3.5m+) with ceiling fans for enhanced air movement,Perforated brick boundary wall for unobstructed breeze flow,Sloped roof with extended gable vents for attic heat exhaust,0.3,"E-W orientation; bedrooms on N with jalousie windows floor to ceiling; open kitchen on SE with ridge vent; living/dining on NE; wrap-around veranda; W wall has minimal openings, screened by trees",Tiruppur
157,Tenkasi,Warm_Humid,32.5,25,28.8,40,19,979,"Jun,Jul,Oct,Nov",69.6,61.5,SW,9.5,5.14,8.9772,77.2865,Warm-Humid,N,0.94,0.74,0.51,0.31,0.76,200,Mangalore tile pitched roof with open ridge ventilation,CRITICAL,MEDIUM,Large operable windows on N and S for prevailing breeze capture,Lightweight well-insulated roof to reduce radiant heat gain,Stilted or raised floor construction for under-floor ventilation,0.28,Orient long axis E-W; bedrooms on N facing prevailing wind with full-height windows; kitchen on SE with roof ventilator; living space open-plan on NE; verandah wrapping N and E for shaded outdoor use,Tenkasi
158,Tenkasi,Warm_Humid,32.3,24.8,28.8,39.6,18.7,1029,"Jun,Jul,Oct,Nov",68.7,62.9,SW,11.7,5.11,8.9807,77.2942,Warm-Humid,NE,0.95,0.71,0.53,0.37,0.8,230,Filler slab with double-layered country tile,HIGH,LOW,Wide overhanging eaves (750mm+) for monsoon rain protection and shading,Ventilated ridge roof design for continuous hot-air exhaust,Courtyard with dense canopy trees to create cool micro-climate,0.28,E-W plan; sleeping wing on N with operable walls for monsoon breeze; kitchen on E with high exhaust openings; living on NE; deep covered verandah on S for rain protection; service rooms buffer W,Tenkasi
159,Tenkasi,Warm_Humid,32.2,24.7,28,39.5,18.6,963,"Jun,Jul,Oct,Nov",67.2,62.4,N,11.5,5.24,8.9524,77.3032,Warm-Humid,NW,0.85,0.69,0.63,0.4,0.72,230,Sloped roof with bamboo-mat ceiling and ventilated attic,HIGH,LOW,Full-length louvered doors for maximum ventilation when open,Double-layered Mangalore tile roof with ventilated gap,Light-toned permeable paving around building to reduce ground reflection,0.32,Long E-W axis; bedrooms on N-NW to catch hill breeze; kitchen on E with chimney vent; central living connects to N garden; covered walkways on S; W facade screened with climber trellis,Tenkasi
160,Tenkasi,Warm_Humid,32.9,25.3,28.7,40.7,19.5,1044,"Jun,Jul,Oct,Nov",69,63,E,11.3,5.47,8.9634,77.3125,Warm-Humid,N-NE,0.98,0.7,0.57,0.38,0.89,200,Clay tile roof on timber truss with ceiling insulation,CRITICAL,MEDIUM,High ceiling (3.5m+) with ceiling fans for enhanced air movement,Perforated brick boundary wall for unobstructed breeze flow,Sloped roof with extended gable vents for attic heat exhaust,0.29,"E-W orientation; bedrooms on N with jalousie windows floor to ceiling; open kitchen on SE with ridge vent; living/dining on NE; wrap-around veranda; W wall has minimal openings, screened by trees",Tenkasi
161,Theni,Composite,33.5,23.5,28.4,40.4,15.4,652,"Jun,Sep,Oct,Nov",60.4,51.2,W,8.9,5.5,10.0014,77.4849,Composite,N,0.85,0.75,0.67,0.45,0.72,230,Insulated RCC slab with Mangalore tile over-roof,HIGH,MEDIUM,Adjustable shading devices for seasonal sun angle variation,Moderate thermal mass walls (230mm) with exterior insulation,Operable windows sized for monsoon ventilation and winter warmth,0.24,Orient long axis E-W; bedrooms on N for cool summers with operable S windows for winter sun; kitchen on SE; living room centrally placed with openable walls N and S for seasonal cross-ventilation,Theni
162,Theni,Composite,33.2,23.3,28.4,40.1,15.2,754,"Jun,Sep,Oct,Nov",60,51.1,S,7.9,5.61,10.0269,77.4572,Composite,NE,0.84,0.76,0.62,0.43,0.78,250,Filler slab with clay tile secondary roof,MEDIUM,MEDIUM,"Transitional buffer spaces (sit-out, verandah) on S and W",Combination roof: insulated RCC slab with clay tile over-roof,Deciduous vine pergola on W facade for seasonal shading,0.2,"E-W oriented plan with adjustable facades; bedrooms NE for summer breeze, with S-facing clerestory for winter warmth; kitchen SE; central courtyard usable in transitional months; W wall shaded by pergola",Theni
163,Theni,Composite,33.8,23.8,28.6,41,15.9,687,"Jun,Sep,Oct,Nov",61.9,53.6,SE,8.2,5.6,9.9884,77.4831,Composite,NW,0.83,0.8,0.57,0.41,0.77,300,RCC slab with reflective paint and planted terrace,HIGH,MEDIUM,Thermal chimney integrated into building core for passive stack ventilation,Cavity wall with ventilated air gap for summer and insulation for winter,Rainwater harvesting integrated into courtyard drainage design,0.28,Long axis E-W; sleeping on N side with high-level ventilators for summer and sealed shutters for winter; living on S for winter solar gain; kitchen SE with dedicated flue; utility rooms buffer W facade,Theni
164,Theni,Composite,33.1,23.2,28.4,39.9,15.1,771,"Jun,Sep,Oct,Nov",61.7,51.4,N,7.9,5.58,10.019,77.4835,Composite,N-NE,0.8,0.75,0.62,0.35,0.74,230,Sloped RCC with ventilated ridge and tile cladding,MEDIUM,MEDIUM,Split-level floor plan to facilitate multi-zone natural ventilation,Insulated roof with reflective paint for summer and thermal mass for winter,External movable bamboo screens for seasonal daylight and glare control,0.22,"E-W elongated plan; bedroom zone on N with dual-mode windows (mesh for summer, glass for winter); living on S-SW for afternoon winter warmth; kitchen on E; transitional verandah on S for seasonal use",Theni
165,Ranipet,Composite,34.7,24.4,29.8,42.8,17.2,991,"Sep,Oct,Nov",60.3,51.2,NE,7.5,5.44,12.9461,79.316,Composite,N,0.85,0.73,0.63,0.33,0.82,230,Insulated RCC slab with Mangalore tile over-roof,HIGH,MEDIUM,Adjustable shading devices for seasonal sun angle variation,Moderate thermal mass walls (230mm) with exterior insulation,Operable windows sized for monsoon ventilation and winter warmth,0.24,Orient long axis E-W; bedrooms on N for cool summers with operable S windows for winter sun; kitchen on SE; living room centrally placed with openable walls N and S for seasonal cross-ventilation,Ranipet
166,Ranipet,Composite,34.8,24.5,29.3,43,17.4,1016,"Sep,Oct,Nov",59.4,51,E,9,5.54,12.9463,79.3233,Composite,NE,0.91,0.76,0.69,0.32,0.67,250,Filler slab with clay tile secondary roof,MEDIUM,MEDIUM,"Transitional buffer spaces (sit-out, verandah) on S and W",Combination roof: insulated RCC slab with clay tile over-roof,Deciduous vine pergola on W facade for seasonal shading,0.26,"E-W oriented plan with adjustable facades; bedrooms NE for summer breeze, with S-facing clerestory for winter warmth; kitchen SE; central courtyard usable in transitional months; W wall shaded by pergola",Ranipet
167,Ranipet,Composite,34.6,24.3,29.1,42.7,17.1,1045,"Sep,Oct,Nov",61.9,51.3,NW,8.2,5.42,12.9054,79.3206,Composite,NW,0.87,0.76,0.55,0.33,0.71,300,RCC slab with reflective paint and planted terrace,HIGH,MEDIUM,Thermal chimney integrated into building core for passive stack ventilation,Cavity wall with ventilated air gap for summer and insulation for winter,Rainwater harvesting integrated into courtyard drainage design,0.22,Long axis E-W; sleeping on N side with high-level ventilators for summer and sealed shutters for winter; living on S for winter solar gain; kitchen SE with dedicated flue; utility rooms buffer W facade,Ranipet
168,Ranipet,Composite,34.1,23.9,28.7,41.9,16.5,1027,"Sep,Oct,Nov",59.4,52.4,NW,8.4,5.41,12.9089,79.3181,Composite,N-NE,0.92,0.78,0.58,0.31,0.82,230,Sloped RCC with ventilated ridge and tile cladding,MEDIUM,MEDIUM,Split-level floor plan to facilitate multi-zone natural ventilation,Insulated roof with reflective paint for summer and thermal mass for winter,External movable bamboo screens for seasonal daylight and glare control,0.23,"E-W elongated plan; bedroom zone on N with dual-mode windows (mesh for summer, glass for winter); living on S-SW for afternoon winter warmth; kitchen on E; transitional verandah on S for seasonal use",Ranipet
169,Tirupathur,Composite,34,23.5,28.9,41.7,15.4,884,"Sep,Oct,Nov",55.6,48,NE,8.5,5.49,12.49,78.5491,Composite,N,0.82,0.79,0.56,0.43,0.64,230,Insulated RCC slab with Mangalore tile over-roof,HIGH,MEDIUM,Adjustable shading devices for seasonal sun angle variation,Moderate thermal mass walls (230mm) with exterior insulation,Operable windows sized for monsoon ventilation and winter warmth,0.21,Orient long axis E-W; bedrooms on N for cool summers with operable S windows for winter sun; kitchen on SE; living room centrally placed with openable walls N and S for seasonal cross-ventilation,Tirupathur
170,Tirupathur,Composite,33.9,23.4,28.9,41.6,15.4,888,"Sep,Oct,Nov",55.3,46.8,SE,7.2,5.65,12.4899,78.5521,Composite,NE,0.88,0.74,0.65,0.38,0.66,250,Filler slab with clay tile secondary roof,MEDIUM,MEDIUM,"Transitional buffer spaces (sit-out, verandah) on S and W",Combination roof: insulated RCC slab with clay tile over-roof,Deciduous vine pergola on W facade for seasonal shading,0.28,"E-W oriented plan with adjustable facades; bedrooms NE for summer breeze, with S-facing clerestory for winter warmth; kitchen SE; central courtyard usable in transitional months; W wall shaded by pergola",Tirupathur
171,Tirupathur,Composite,33.9,23.4,28.6,41.7,15.4,844,"Sep,Oct,Nov",55,49.8,NE,8,5.55,12.4893,78.5779,Composite,NW,0.83,0.76,0.64,0.36,0.72,300,RCC slab with reflective paint and planted terrace,HIGH,MEDIUM,Thermal chimney integrated into building core for passive stack ventilation,Cavity wall with ventilated air gap for summer and insulation for winter,Rainwater harvesting integrated into courtyard drainage design,0.26,Long axis E-W; sleeping on N side with high-level ventilators for summer and sealed shutters for winter; living on S for winter solar gain; kitchen SE with dedicated flue; utility rooms buffer W facade,Tirupathur
172,Tirupathur,Composite,34.5,23.9,28.8,42.6,16.1,940,"Sep,Oct,Nov",55.3,46.4,NE,7.8,5.36,12.4711,78.593,Composite,N-NE,0.85,0.77,0.67,0.39,0.63,230,Sloped RCC with ventilated ridge and tile cladding,MEDIUM,MEDIUM,Split-level floor plan to facilitate multi-zone natural ventilation,Insulated roof with reflective paint for summer and thermal mass for winter,External movable bamboo screens for seasonal daylight and glare control,0.29,"E-W elongated plan; bedroom zone on N with dual-mode windows (mesh for summer, glass for winter); living on S-SW for afternoon winter warmth; kitchen on E; transitional verandah on S for seasonal use",Tirupathur
173,Tiruvanamalai,Composite,34.9,24.1,29.1,42.7,16.6,1132,"Sep,Oct,Nov",59.1,51.6,NE,6.6,5.37,12.2386,79.0573,Composite,N,0.87,0.76,0.59,0.4,0.65,230,Insulated RCC slab with Mangalore tile over-roof,HIGH,MEDIUM,Adjustable shading devices for seasonal sun angle variation,Moderate thermal mass walls (230mm) with exterior insulation,Operable windows sized for monsoon ventilation and winter warmth,0.22,Orient long axis E-W; bedrooms on N for cool summers with operable S windows for winter sun; kitchen on SE; living room centrally placed with openable walls N and S for seasonal cross-ventilation,Tiruvanamalai
174,Tiruvanamalai,Composite,34.5,23.7,29.5,42,16.1,1098,"Sep,Oct,Nov",59.6,51.1,SW,8.4,5.3,12.2302,79.0613,Composite,NE,0.86,0.86,0.58,0.34,0.66,250,Filler slab with clay tile secondary roof,MEDIUM,MEDIUM,"Transitional buffer spaces (sit-out, verandah) on S and W",Combination roof: insulated RCC slab with clay tile over-roof,Deciduous vine pergola on W facade for seasonal shading,0.29,"E-W oriented plan with adjustable facades; bedrooms NE for summer breeze, with S-facing clerestory for winter warmth; kitchen SE; central courtyard usable in transitional months; W wall shaded by pergola",Tiruvanamalai
175,Tiruvanamalai,Composite,34.3,23.6,28.7,41.7,15.9,1132,"Sep,Oct,Nov",58.4,53.5,SW,7.6,5.52,12.2274,79.0689,Composite,NW,0.81,0.79,0.62,0.4,0.64,300,RCC slab with reflective paint and planted terrace,HIGH,MEDIUM,Thermal chimney integrated into building core for passive stack ventilation,Cavity wall with ventilated air gap for summer and insulation for winter,Rainwater harvesting integrated into courtyard drainage design,0.22,Long axis E-W; sleeping on N side with high-level ventilators for summer and sealed shutters for winter; living on S for winter solar gain; kitchen SE with dedicated flue; utility rooms buffer W facade,Tiruvanamalai
176,Tiruvanamalai,Composite,35.1,24.3,30.1,43,16.9,1085,"Sep,Oct,Nov",57.8,52.9,N,8.7,5.39,12.2188,79.0568,Composite,N-NE,0.86,0.75,0.62,0.38,0.62,230,Sloped RCC with ventilated ridge and tile cladding,MEDIUM,MEDIUM,Split-level floor plan to facilitate multi-zone natural ventilation,Insulated roof with reflective paint for summer and thermal mass for winter,External movable bamboo screens for seasonal daylight and glare control,0.23,"E-W elongated plan; bedroom zone on N with dual-mode windows (mesh for summer, glass for winter); living on S-SW for afternoon winter warmth; kitchen on E; transitional verandah on S for seasonal use",Tiruvanamalai
177,Kallakurichi,Composite,34,24.1,29,41.3,16.5,1141,"Sep,Oct,Nov",60.6,53.4,NE,10,5.29,11.7242,78.9816,Composite,N,0.9,0.69,0.65,0.29,0.66,230,Insulated RCC slab with Mangalore tile over-roof,HIGH,MEDIUM,Adjustable shading devices for seasonal sun angle variation,Moderate thermal mass walls (230mm) with exterior insulation,Operable windows sized for monsoon ventilation and winter warmth,0.24,Orient long axis E-W; bedrooms on N for cool summers with operable S windows for winter sun; kitchen on SE; living room centrally placed with openable walls N and S for seasonal cross-ventilation,Kallakurichi
178,Kallakurichi,Composite,34.4,24.4,29.6,41.8,16.9,1071,"Sep,Oct,Nov",62.5,55.4,S,9,5.26,11.7311,78.9762,Composite,NE,0.86,0.77,0.59,0.34,0.76,250,Filler slab with clay tile secondary roof,MEDIUM,MEDIUM,"Transitional buffer spaces (sit-out, verandah) on S and W",Combination roof: insulated RCC slab with clay tile over-roof,Deciduous vine pergola on W facade for seasonal shading,0.3,"E-W oriented plan with adjustable facades; bedrooms NE for summer breeze, with S-facing clerestory for winter warmth; kitchen SE; central courtyard usable in transitional months; W wall shaded by pergola",Kallakurichi
179,Kallakurichi,Composite,34.1,24.1,29.4,41.3,16.5,1146,"Sep,Oct,Nov",61.6,56.2,NW,10,5.29,11.74,78.9451,Composite,NW,0.89,0.75,0.58,0.37,0.8,300,RCC slab with reflective paint and planted terrace,HIGH,MEDIUM,Thermal chimney integrated into building core for passive stack ventilation,Cavity wall with ventilated air gap for summer and insulation for winter,Rainwater harvesting integrated into courtyard drainage design,0.26,Long axis E-W; sleeping on N side with high-level ventilators for summer and sealed shutters for winter; living on S for winter solar gain; kitchen SE with dedicated flue; utility rooms buffer W facade,Kallakurichi
180,Kallakurichi,Composite,34.2,24.3,28.8,41.5,16.7,1069,"Sep,Oct,Nov",62.2,55.9,N,9.9,5.42,11.7448,78.9701,Composite,N-NE,0.9,0.84,0.57,0.34,0.75,230,Sloped RCC with ventilated ridge and tile cladding,MEDIUM,MEDIUM,Split-level floor plan to facilitate multi-zone natural ventilation,Insulated roof with reflective paint for summer and thermal mass for winter,External movable bamboo screens for seasonal daylight and glare control,0.21,"E-W elongated plan; bedroom zone on N with dual-mode windows (mesh for summer, glass for winter); living on S-SW for afternoon winter warmth; kitchen on E; transitional verandah on S for seasonal use",Kallakurichi
